"Part";"Value";"Device";"Package";"Description";"PROD_ID";"SF_ID";"VALUE";
"R4";"100k";"100KOHM-0603-1/10W-1%";"0603";"100kΩ resistor";"RES-07828";"";"100k";
"R6";"100k";"100KOHM-0603-1/10W-1%";"0603";"100kΩ resistor";"RES-07828";"";"100k";
"R7";"100k";"100KOHM-0603-1/10W-1%";"0603";"100kΩ resistor";"RES-07828";"";"100k";
"R8";"10k";"NTC-THERMISTOR-0603";"0603";"NTC Thermistor";"RES-13608";"";"10k";
"R9";"1k";"1KOHM-0603-1/10W-1%";"0603";"1kΩ resistor";"RES-07856";"";"1k";
"R10";"10k";"10KOHM-0603-1/10W-1%";"0603";"10kΩ resistor";"RES-00824";"";"10k";
"R12";"DNP";"NTC-THERMISTOR-AXIAL-0.1";"AXIAL-0.1";"NTC Thermistor";"";"SEN-00250";"10k";
"R13";"4.7k";"4.7KOHM-0603-1/10W-1%";"0603";"4.7kΩ resistor";"RES-07857";"";"4.7k";
"R14";"4.7k";"4.7KOHM-0603-1/10W-1%";"0603";"4.7kΩ resistor";"RES-07857";"";"4.7k";
"U1";"BME280";"BME280";"LGA-8-2.5X2.5";"Bosch BME280 &ndash; Combined Humidity and Pressure Sensor";"IC-13090";"";"BME280";
"U2";"CCS811";"CCS811";"LGA10-2.7X4.0MM";"AMS CCS811 &ndash; I2C Digital Gas Sensor";"IC-13607";"";"";
"U3";"APDS-9301";"APDS-9301";"CHIPLED-6";"";"IC-13662";"";"APDS-9301";
"U4";"TVS Diode";"TVS_DIODE_ARRAYSMD";"SOT-23-6";"";"IC-13538";"";"ESD Diode";
