"Part";"Value";"Device";"Package";"Description";"DESIGNER";"PROD_ID";"REV";"VALUE";
"D32";"APA102-2020";"APA102-2020";"APA102-2020";"APA102 Addressable RGB LED";"";"DIO-13883";"";"";
"D33";"APA102-2020";"APA102-2020";"APA102-2020";"APA102 Addressable RGB LED";"";"DIO-13883";"";"";
"D34";"APA102-2020";"APA102-2020";"APA102-2020";"APA102 Addressable RGB LED";"";"DIO-13883";"";"";
"D35";"APA102-2020";"APA102-2020";"APA102-2020";"APA102 Addressable RGB LED";"";"DIO-13883";"";"";
"D36";"APA102-2020";"APA102-2020";"APA102-2020";"APA102 Addressable RGB LED";"";"DIO-13883";"";"";
"D37";"APA102-2020";"APA102-2020";"APA102-2020";"APA102 Addressable RGB LED";"";"DIO-13883";"";"";
"D38";"APA102-2020";"APA102-2020";"APA102-2020";"APA102 Addressable RGB LED";"";"DIO-13883";"";"";
"D39";"APA102-2020";"APA102-2020";"APA102-2020";"APA102 Addressable RGB LED";"";"DIO-13883";"";"";
"D40";"APA102-2020";"APA102-2020";"APA102-2020";"APA102 Addressable RGB LED";"";"DIO-13883";"";"";
"D41";"APA102-2020";"APA102-2020";"APA102-2020";"APA102 Addressable RGB LED";"";"DIO-13883";"";"";
"D42";"APA102-2020";"APA102-2020";"APA102-2020";"APA102 Addressable RGB LED";"";"DIO-13883";"";"";
"D43";"APA102-2020";"APA102-2020";"APA102-2020";"APA102 Addressable RGB LED";"";"DIO-13883";"";"";
"D44";"APA102-2020";"APA102-2020";"APA102-2020";"APA102 Addressable RGB LED";"";"DIO-13883";"";"";
"D45";"APA102-2020";"APA102-2020";"APA102-2020";"APA102 Addressable RGB LED";"";"DIO-13883";"";"";
"D46";"APA102-2020";"APA102-2020";"APA102-2020";"APA102 Addressable RGB LED";"";"DIO-13883";"";"";
"D47";"APA102-2020";"APA102-2020";"APA102-2020";"APA102 Addressable RGB LED";"";"DIO-13883";"";"";
"D48";"APA102-2020";"APA102-2020";"APA102-2020";"APA102 Addressable RGB LED";"";"DIO-13883";"";"";
"D49";"APA102-2020";"APA102-2020";"APA102-2020";"APA102 Addressable RGB LED";"";"DIO-13883";"";"";
"D50";"APA102-2020";"APA102-2020";"APA102-2020";"APA102 Addressable RGB LED";"";"DIO-13883";"";"";
"D51";"APA102-2020";"APA102-2020";"APA102-2020";"APA102 Addressable RGB LED";"";"DIO-13883";"";"";
"D52";"APA102-2020";"APA102-2020";"APA102-2020";"APA102 Addressable RGB LED";"";"DIO-13883";"";"";
"D53";"APA102-2020";"APA102-2020";"APA102-2020";"APA102 Addressable RGB LED";"";"DIO-13883";"";"";
"D54";"APA102-2020";"APA102-2020";"APA102-2020";"APA102 Addressable RGB LED";"";"DIO-13883";"";"";
"D55";"APA102-2020";"APA102-2020";"APA102-2020";"APA102 Addressable RGB LED";"";"DIO-13883";"";"";
"D56";"APA102-2020";"APA102-2020";"APA102-2020";"APA102 Addressable RGB LED";"";"DIO-13883";"";"";
"D57";"APA102-2020";"APA102-2020";"APA102-2020";"APA102 Addressable RGB LED";"";"DIO-13883";"";"";
"D58";"APA102-2020";"APA102-2020";"APA102-2020";"APA102 Addressable RGB LED";"";"DIO-13883";"";"";
"D59";"APA102-2020";"APA102-2020";"APA102-2020";"APA102 Addressable RGB LED";"";"DIO-13883";"";"";
"D60";"APA102-2020";"APA102-2020";"APA102-2020";"APA102 Addressable RGB LED";"";"DIO-13883";"";"";
"D61";"APA102-2020";"APA102-2020";"APA102-2020";"APA102 Addressable RGB LED";"";"DIO-13883";"";"";
"D62";"APA102-2020";"APA102-2020";"APA102-2020";"APA102 Addressable RGB LED";"";"DIO-13883";"";"";
"D63";"APA102-2020";"APA102-2020";"APA102-2020";"APA102 Addressable RGB LED";"";"DIO-13883";"";"";
"D64";"APA102-2020";"APA102-2020";"APA102-2020";"APA102 Addressable RGB LED";"";"DIO-13883";"";"";
"FD1";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"FIDUCIAL-MICRO";"Fiducial Alignment Points";"";"";"";"";
"FD2";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"FIDUCIAL-MICRO";"Fiducial Alignment Points";"";"";"";"";
"FD3";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"FIDUCIAL-MICRO";"Fiducial Alignment Points";"";"";"";"";
"FD4";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"FIDUCIAL-MICRO";"Fiducial Alignment Points";"";"";"";"";
"FRAME1";"FRAME-LEDGER";"FRAME-LEDGER";"CREATIVE_COMMONS";"Schematic Frame - Ledger";"";"";"";"";
"H1";"STANDOFF_ELECTRICAL-NOTHERMALS";"STANDOFF_ELECTRICAL-NOTHERMALS";"STANDOFF-ELECTRICAL-NOTHERMALS";"Stand Off";"";"";"";"";
"H2";"STANDOFF_ELECTRICAL-NOTHERMALS";"STANDOFF_ELECTRICAL-NOTHERMALS";"STANDOFF-ELECTRICAL-NOTHERMALS";"Stand Off";"";"";"";"";
"H3";"STANDOFF_ELECTRICAL-NOTHERMALS";"STANDOFF_ELECTRICAL-NOTHERMALS";"STANDOFF-ELECTRICAL-NOTHERMALS";"Stand Off";"";"";"";"";
"H4";"STANDOFF_ELECTRICAL-NOTHERMALS";"STANDOFF_ELECTRICAL-NOTHERMALS";"STANDOFF-ELECTRICAL-NOTHERMALS";"Stand Off";"";"";"";"";
"J1";"LED_PAD";"LED_PAD";"CIRCULARPAD";"LuMini 8X8 Solder Pad";"";"";"";"";
"J2";"LED_PAD";"LED_PAD";"CIRCULARPAD";"LuMini 8X8 Solder Pad";"";"";"";"";
"J3";"LED_PAD";"LED_PAD";"CIRCULARPAD";"LuMini 8X8 Solder Pad";"";"";"";"";
"J4";"LED_PAD";"LED_PAD";"CIRCULARPAD";"LuMini 8X8 Solder Pad";"";"";"";"";
"J5";"LED_PAD";"LED_PAD";"CIRCULARPAD";"LuMini 8X8 Solder Pad";"";"";"";"";
"J6";"LED_PAD";"LED_PAD";"CIRCULARPAD";"LuMini 8X8 Solder Pad";"";"";"";"";
"J7";"LED_PAD";"LED_PAD";"CIRCULARPAD";"LuMini 8X8 Solder Pad";"";"";"";"";
"J8";"LED_PAD";"LED_PAD";"CIRCULARPAD";"LuMini 8X8 Solder Pad";"";"";"";"";
"J9";"LED_PAD";"LED_PAD";"CIRCULARPAD";"LuMini 8X8 Solder Pad";"";"";"";"";
"J10";"LED_PAD";"LED_PAD";"CIRCULARPAD";"LuMini 8X8 Solder Pad";"";"";"";"";
"J11";"LED_PAD";"LED_PAD";"CIRCULARPAD";"LuMini 8X8 Solder Pad";"";"";"";"";
"J12";"LED_PAD";"LED_PAD";"CIRCULARPAD";"LuMini 8X8 Solder Pad";"";"";"";"";
"J13";"LED_PAD";"LED_PAD";"CIRCULARPAD";"LuMini 8X8 Solder Pad";"";"";"";"";
"J14";"LED_PAD";"LED_PAD";"CIRCULARPAD";"LuMini 8X8 Solder Pad";"";"";"";"";
"J15";"LED_PAD";"LED_PAD";"CIRCULARPAD";"LuMini 8X8 Solder Pad";"";"";"";"";
"J16";"LED_PAD";"LED_PAD";"CIRCULARPAD";"LuMini 8X8 Solder Pad";"";"";"";"";
"LOGO1";"SFE_LOGO_NAME_FLAME.1_INCH";"SFE_LOGO_NAME_FLAME.1_INCH";"SFE_LOGO_NAME_FLAME_.1";"SparkFun Font Logo w/ Flame";"";"";"";"";
"LOGO2";"OSHW-LOGOS";"OSHW-LOGOS";"OSHW-LOGO-S";"Open-Source Hardware (OSHW) Logo";"";"";"";"";
