"Part";"Value";"Device";"Package";"Description";"DESIGNER";"PROD_ID";"REV";"VALUE";
"J3";"QWIIC_RA";"QWIIC_CONNECTORJS-1MM";"JST04_1MM_RA";"SparkFun I2C Standard Qwiic Connector";"";"CONN-13694";"";"QWIIC_RIGHT_ANGLE";
"J4";"";"CONN_01PTH_NO_SILK_YES_STOP";"1X01_NO_SILK";"Single connection point. Often used as Generic Header-pin footprint for 0.1 inch spaced/style header connections";"";"";"";"";
"J5";"QWIIC_RA";"QWIIC_CONNECTORJS-1MM";"JST04_1MM_RA";"SparkFun I2C Standard Qwiic Connector";"";"CONN-13694";"";"QWIIC_RIGHT_ANGLE";
"JP1";"LED";"JUMPER-SMT_2_NC_TRACE_SILK";"SMT-JUMPER_2_NC_TRACE_SILK";"Normally closed trace jumper";"";"";"";"";
"JP2";"INT";"JUMPER-SMT_2_NC_TRACE_SILK";"SMT-JUMPER_2_NC_TRACE_SILK";"Normally closed trace jumper";"";"";"";"";
"JP4";"I2C PU";"JUMPER-SMT_3_2-NC_TRACE_SILK";"SMT-JUMPER_3_2-NC_TRACE_SILK";"Normally closed trace jumper (2 of 2 connections)";"";"";"";"";
"L1";"2.2μH";"2.2μH_SHIELDED_INDUCTOR";"0806";"Murata 2.2uH Inductor";"";"NDUC-14257";"";"";
"LOGO1";"SFE_LOGO_NAME_FLAME.1_INCH";"SFE_LOGO_NAME_FLAME.1_INCH";"SFE_LOGO_NAME_FLAME_.1";"SparkFun Font Logo w/ Flame";"";"";"";"";
"LOGO2";"OSHW-LOGOS";"OSHW-LOGOS";"OSHW-LOGO-S";"Open-Source Hardware (OSHW) Logo";"";"";"";"";
"LOGO3";"QWIIC_LOGO_5MM";"QWIIC_LOGO_5MM";"QWIIC_5MM";"Qwiic Logos for placement on schematic and PCB. The 5.5mm silk logo is best for placing next to Qwiic connector.";"";"";"";"";
"LOGO4";"SFE_LOGO_FLAME.1_INCH";"SFE_LOGO_FLAME.1_INCH";"SFE_LOGO_FLAME_.1";"SparkFun Flame Logo";"";"";"";"";
"Q6";"20V/0.2A/8MHz/1.2Ω/1Vth";"MOSFET-NCH-RE1C00UNTL";"SOT-416FL";"N-channel MOSFETs";"";"TRANS-14399";"";"20V/0.2A/8MHz/1.2Ω/1Vth";
"Q8";"20V/0.2A/8MHz/1.2Ω/1Vth";"MOSFET-NCH-RE1C00UNTL";"SOT-416FL";"N-channel MOSFETs";"";"TRANS-14399";"";"20V/0.2A/8MHz/1.2Ω/1Vth";
"R1";"750K";"750KOHM-0603-1/10W-1%";"0603";"750Ω resistor";"";"RES-13768";"";"750K";
"R3";"1k";"1KOHM-0603-1/10W-1%";"0603";"1kΩ resistor";"";"RES-07856";"";"1k";
"R4";"100k";"100KOHM-0603-1/10W-1%";"0603";"100kΩ resistor";"";"RES-07828";"";"100k";
"R5";"4.7k";"4.7KOHM-0603-1/10W-1%";"0603";"4.7kΩ resistor";"";"RES-07857";"";"4.7k";
"R14";"2.2k";"2.2KOHM-0603-1/10W-1%";"0603";"2.2kΩ resistor";"";"RES-08272";"";"2.2k";
"R15";"2.2k";"2.2KOHM-0603-1/10W-1%";"0603";"2.2kΩ resistor";"";"RES-08272";"";"2.2k";
"R16";"2.2k";"2.2KOHM-0603-1/10W-1%";"0603";"2.2kΩ resistor";"";"RES-08272";"";"2.2k";
"R17";"2.2k";"2.2KOHM-0603-1/10W-1%";"0603";"2.2kΩ resistor";"";"RES-08272";"";"2.2k";
"STANDOFF1";"STAND-OFF";"STAND-OFF";"STAND-OFF";"#4 Stand Off";"";"";"";"";
"STANDOFF2";"STAND-OFF";"STAND-OFF";"STAND-OFF";"#4 Stand Off";"";"";"";"";
"STANDOFF3";"STAND-OFF";"STAND-OFF";"STAND-OFF";"#4 Stand Off";"";"";"";"";
"STANDOFF4";"STAND-OFF";"STAND-OFF";"STAND-OFF";"#4 Stand Off";"";"";"";"";
"U1";"1.8V/100mA";"V_REG_SP62141.8V";"SC70";"";"";"VREG-08428";"";"1.8V/100mA";
"U2";"MAX30101EFD";"MAX30101EFD";"14_PIN_OESIP";"MAX30101 High-Sensitivity Pulse Oximeter and";"";"IC-14270";"";"";
"U3";"PAM2401";"PAM2401";"MSOP8";"PAM2401 - Boost PMIC";"";"IC-13769";"";"PAM2401";
