"Part";"Value";"Device";"Package";"Description";"DESIGNER";"PROD_ID";"REV";"VALUE";
"C20";"0.22uF";"0.22UF-0402T-10V-10%";"0402-TIGHT";"0.22µF ceramic capacitors";"";"CAP-14846";"";"0.22uF";
"C21";"10uF";"10UF-0402T-6.3V-20%";"0402-TIGHT";"10.0µF ceramic capacitors";"";"CAP-14848";"";"10uF";
"C22";"0.22uF";"0.22UF-0402T-10V-10%";"0402-TIGHT";"0.22µF ceramic capacitors";"";"CAP-14846";"";"0.22uF";
"C23";"0.22uF";"0.22UF-0402T-10V-10%";"0402-TIGHT";"0.22µF ceramic capacitors";"";"CAP-14846";"";"0.22uF";
"C24";"0.22uF";"0.22UF-0402T-10V-10%";"0402-TIGHT";"0.22µF ceramic capacitors";"";"CAP-14846";"";"0.22uF";
"C25";"0.22uF";"0.22UF-0402T-10V-10%";"0402-TIGHT";"0.22µF ceramic capacitors";"";"CAP-14846";"";"0.22uF";
"C26";"4.7uF";"4.7UF-0402_TIGHT-6.3V-20%-X5R";"0402-TIGHT";"4.7µF ceramic capacitors";"";"CAP-14240";"";"4.7uF";
"C27";"4.7uF";"4.7UF-0402_TIGHT-6.3V-20%-X5R";"0402-TIGHT";"4.7µF ceramic capacitors";"";"CAP-14240";"";"4.7uF";
"C28";"0.22uF";"0.22UF-0402T-10V-10%";"0402-TIGHT";"0.22µF ceramic capacitors";"";"CAP-14846";"";"0.22uF";
"C29";"0.22uF";"0.22UF-0402T-10V-10%";"0402-TIGHT";"0.22µF ceramic capacitors";"";"CAP-14846";"";"0.22uF";
"D1";"BLUE";"LED-BLUE0603";"LED-0603";"Blue SMD LED";"";"DIO-08575";"";"BLUE";
"D2";"120mA/40V/370mV";"DIODE-SCHOTTKY-RB751S40";"SOD-523";"Schottky diode";"";"DIO-11018";"";"120mA/40V/370mV";
"D3";"120mA/40V/370mV";"DIODE-SCHOTTKY-RB751S40";"SOD-523";"Schottky diode";"";"DIO-11018";"";"120mA/40V/370mV";
"D4";"120mA/40V/370mV";"DIODE-SCHOTTKY-RB751S40";"SOD-523";"Schottky diode";"";"DIO-11018";"";"120mA/40V/370mV";
"D5";"Yellow";"LED-YELLOW0603";"LED-0603";"Yellow SMD LED";"";"DIO-09003";"";"Yellow";
"FB1";"120Ω";"FERRITE_BEAD-120_OHM-0402T";"0402-TIGHT";"Ferrite Bead (blocks, cores, rings, chokes, etc.)";"";"NDUC-14206";"";"";
"FB2";"120Ω";"FERRITE_BEAD-120_OHM-0402T";"0402-TIGHT";"Ferrite Bead (blocks, cores, rings, chokes, etc.)";"";"NDUC-14206";"";"";
"FD1";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"FIDUCIAL-MICRO";"Fiducial Alignment Points";"";"";"";"";
"FD2";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"FIDUCIAL-MICRO";"Fiducial Alignment Points";"";"";"";"";
"FD3";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"FIDUCIAL-MICRO";"Fiducial Alignment Points";"";"";"";"";
"FD4";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"FIDUCIAL-MICRO";"Fiducial Alignment Points";"";"";"";"";
"FRAME1";"FRAME-LEDGER";"FRAME-LEDGER";"CREATIVE_COMMONS";"Schematic Frame - Ledger";"";"";"";"";
"J1";"MICROMOD-2222";"MICROMOD-2222";"M.2-CARD-E-22";"MicroMod Connector";"";"";"";"";
"L2";"4.7μH";"4.7μH_SHIELDED_INDUCTOR";"1008(2520)";"4.7uH Inductor";"";"NDUC-14880";"";"";
"LOGO1";"SFE_LOGO_NAME_FLAME.1_INCH";"SFE_LOGO_NAME_FLAME.1_INCH";"SFE_LOGO_NAME_FLAME_.1";"SparkFun Font Logo w/ Flame";"";"";"";"";
"LOGO2";"OSHW-LOGONO_SILK";"OSHW-LOGONO_SILK";"DUMMY";"Open-Source Hardware (OSHW) Logo";"";"";"";"";
"LOGO3";"SPECIAL_INSTRUCTIONS-ORDERING";"SPECIAL_INSTRUCTIONS-ORDERING";"ORDERING_INSTRUCTIONS";"Special Ordering/Production Instructions Alert";"";"";"";"";
"MEAS";"";"JUMPER-SMT_2_NC_TRACE_SILK";"SMT-JUMPER_2_NC_TRACE_SILK";"Normally closed trace jumper";"";"";"";"";
"Q1";"20V/4.2A/52mΩ/1.4W";"MOSFET_PCH-DMG2305UX-7";"SOT23-3";"P-channel MOSFETs";"";"TRAN-14388";"";"20V/4.2A/52mΩ/1.4W";
"Q2";"20V/0.2A/8MHz/1.2Ω/1Vth";"MOSFET-NCH-RE1C00UNTL";"SOT-416FL";"N-channel MOSFETs";"";"TRANS-14399";"";"20V/0.2A/8MHz/1.2Ω/1Vth";
"R1";"1k";"1KOHM-0402T-1/16W-1%";"0402-TIGHT";"1kΩ resistor";"";"RES-14342";"";"1k";
"R2";"100k";"100KOHM-0402T-1/16W-1%";"0402-TIGHT";"100kΩ resistor";"";"RES-13495";"";"100k";
"R4";"2.2M";"2.2MOHMS-0402T-1/10W-1%";"0402-TIGHT";"2MΩ resistor";"";"RES-14844";"";"2.2M";
"R5";"100k";"100KOHM-0402T-1/16W-1%";"0402-TIGHT";"100kΩ resistor";"";"RES-13495";"";"100k";
"R6";"100k";"100KOHM-0402T-1/16W-1%";"0402-TIGHT";"100kΩ resistor";"";"RES-13495";"";"100k";
"R7";"1k";"1KOHM-0402T-1/16W-1%";"0402-TIGHT";"1kΩ resistor";"";"RES-14342";"";"1k";
"TP1";"";"TEST-POINT3";"PAD.03X.03";"SparkFun Test Points";"";"";"";"";
"TP2";"";"TEST-POINT3";"PAD.03X.03";"SparkFun Test Points";"";"";"";"";
"TP3";"";"TEST-POINT3";"PAD.03X.03";"SparkFun Test Points";"";"";"";"";
"TP4";"";"TEST-POINT3";"PAD.03X.03";"SparkFun Test Points";"";"";"";"";
"TP5";"";"TEST-POINT3";"PAD.03X.03";"SparkFun Test Points";"";"";"";"";
"TP6";"";"TEST-POINT3";"PAD.03X.03";"SparkFun Test Points";"";"";"";"";
"TP7";"";"TEST-POINT3";"PAD.03X.03";"SparkFun Test Points";"";"";"";"";
"TP8";"";"TEST-POINT3";"PAD.03X.03";"SparkFun Test Points";"";"";"";"";
"TP9";"";"TEST-POINT3";"PAD.03X.03";"SparkFun Test Points";"";"";"";"";
"TP10";"";"TEST-POINT3";"PAD.03X.03";"SparkFun Test Points";"";"";"";"";
"TP11";"";"TEST-POINT3";"PAD.03X.03";"SparkFun Test Points";"";"";"";"";
"TP12";"";"TEST-POINT3";"PAD.03X.03";"SparkFun Test Points";"";"";"";"";
"TP13";"";"TEST-POINT3";"PAD.03X.03";"SparkFun Test Points";"";"";"";"";
"U1";"IMXRT1062DV10X10";"IMXRT1062DV10X10";"IMXRT1062";"";"";"IC-14904";"";"";
"U3";"MKL02Z32VFG4";"MKL02Z32VFG4QFN-16";"QFN-16";"";"";"IC-14906";"";"";
"U4";"W25QXX128MBIT-6X5";"W25QXX128MBIT-6X5-SKINNY_CENTER";"WSON-8-6X5-SKINNY_CENTERPAD";"";"";"IC-15107";"";"";
"Y1";"32.768kHz";"CRYSTAL-32.768KHZSMD-3.2X1.5";"CRYSTAL-SMD-3.2X1.5MM";"32.768kHz Crystal";"";"XTAL-13062";"";"32.768kHz";
"Y2";"24MHz";"CRYSTAL-24MHZ-SMD-2.0X1.6MM";"CRYSTAL-SMD-2.0X1.6MM";"24MHz Crystal";"";"XTAL-14845";"";"24MHz";
