"Part";"Value";"Device";"Package";"Description";"DESIGNER";"PROD_ID";"REV";"VALUE";
"H3";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";"";"";"";
"H4";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";"";"";"";
"I2C";"JUMPER-SMT_3_2-NC_TRACE_SILK";"JUMPER-SMT_3_2-NC_TRACE_SILK";"SMT-JUMPER_3_2-NC_TRACE_SILK";"Normally closed trace jumper (2 of 2 connections)";"";"";"";"";
"J1";"";"CONN_021X02_NO_SILK";"1X02_NO_SILK";"Multi connection point. Often used as Generic Header-pin footprint for 0.1 inch spaced/style header connections";"";"";"";"";
"J2";"QWIIC_RA";"QWIIC_CONNECTORJS-1MM";"JST04_1MM_RA";"SparkFun I2C Standard Qwiic Connector";"";"CONN-13694";"";"QWIIC_RIGHT_ANGLE";
"J4";"QWIIC_RA";"QWIIC_CONNECTORJS-1MM";"JST04_1MM_RA";"SparkFun I2C Standard Qwiic Connector";"";"CONN-13694";"";"QWIIC_RIGHT_ANGLE";
"J5";"";"CONN_041X04_NO_SILK";"1X04_NO_SILK";"Multi connection point. Often used as Generic Header-pin footprint for 0.1 inch spaced/style header connections";"";"CONN-09696";"";"";
"J6";"AVR_SPI_PROG_3X2TESTPOINTS";"AVR_SPI_PROG_3X2TESTPOINTS";"2X3_TEST_POINTS";"AVR ISP 6 Pin";"";"";"";"";
"J7";"";"CONN_041X04_NO_SILK_NO_POP";"1X04_NO_SILK";"Multi connection point. Often used as Generic Header-pin footprint for 0.1 inch spaced/style header connections";"";"";"";"";
"JP1";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"FIDUCIAL-MICRO";"Fiducial Alignment Points";"";"";"";"";
"JP2";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"FIDUCIAL-MICRO";"Fiducial Alignment Points";"";"";"";"";
"JP3";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";"";"";"";
"JP4";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";"";"";"";
"JP5";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"FIDUCIAL-MICRO";"Fiducial Alignment Points";"";"";"";"";
"JP6";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"FIDUCIAL-MICRO";"Fiducial Alignment Points";"";"";"";"";
"JP7";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";"";"";"";
"JP8";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";"";"";"";
"LED";"JUMPER-SMT_2_NC_TRACE_SILK";"JUMPER-SMT_2_NC_TRACE_SILK";"SMT-JUMPER_2_NC_TRACE_SILK";"Normally closed trace jumper";"";"";"";"";
"LOGO1";"OSHW-LOGOMINI";"OSHW-LOGOMINI";"OSHW-LOGO-MINI";"Open-Source Hardware (OSHW) Logo";"";"";"";"";
"LOGO2";"SFE_LOGO_NAME.2_INCH";"SFE_LOGO_NAME.2_INCH";"SFE_LOGO_NAME_.2";"SparkFun Font Logo";"";"";"";"";
"LOGO3";"QWIIC_LOGO_5MM";"QWIIC_LOGO_5MM";"QWIIC_5MM";"Qwiic Logos for placement on schematic and PCB. The 5.5mm silk logo is best for placing next to Qwiic connector.";"";"";"";"";
"LOGO4";"SFE_LOGO_FLAME.2_INCH";"SFE_LOGO_FLAME.2_INCH";"SFE_LOGO_FLAME_.2";"SparkFun Flame Logo";"";"";"";"";
"LOGO5";"SFE_LOGO_NAME.2_INCH";"SFE_LOGO_NAME.2_INCH";"SFE_LOGO_NAME_.2";"SparkFun Font Logo";"";"";"";"";
"R1";"4.7k";"4.7KOHM-0603-1/10W-1%";"0603";"4.7kΩ resistor";"";"RES-07857";"";"4.7k";
"R2";"4.7k";"4.7KOHM-0603-1/10W-1%";"0603";"4.7kΩ resistor";"";"RES-07857";"";"4.7k";
"R3";"1k";"1KOHM-0603-1/10W-1%";"0603";"1kΩ resistor";"";"RES-07856";"";"1k";
"R6";"4.7k";"4.7KOHM-0603-1/10W-1%";"0603";"4.7kΩ resistor";"";"RES-07857";"";"4.7k";
"U2";"ATTINY85";"ATTINY85";"ATTINY85";"";"";"IC-09092";"";"";
"VLED";"JUMPER-SMT_3_1-NC_TRACE_SILK";"JUMPER-SMT_3_1-NC_TRACE_SILK";"SMT-JUMPER_3_1-NC_TRACE_SILK";"Normally closed trace jumper (1 of 2 connections)";"";"";"";"";
