"Part";"Value";"Device";"Package";"Description";"PROD_ID";"VALUE";
"R8";"100K";"100KOHM-0402-1/16W-1%";"0402";"100kΩ resistor";"RES-13495";"100K";
"R17";"10k";"10KOHM-0603-1/10W-1%";"0603";"10kΩ resistor";"RES-00824";"10k";
"R18";"10k";"10KOHM-0603-1/10W-1%";"0603";"10kΩ resistor";"RES-00824";"10k";
"S1";"RESET";"MOMENTARY-SWITCH-SPST-2-SMD-4.6X2.8MM";"TACTILE_SWITCH_SMD_4.6X2.8MM";"Momentary Switch (Pushbutton) - SPST - Two Circuits";"SWCH-13065";"";
"S2";"0";"MOMENTARY-SWITCH-SPST-2-SMD-4.6X2.8MM";"TACTILE_SWITCH_SMD_4.6X2.8MM";"Momentary Switch (Pushbutton) - SPST - Two Circuits";"SWCH-13065";"";
"TP1";"";"TEST-POINTTP_15TH_THRU";"TP_15TH";"SparkFun Test Points";"";"";
"U1";"MCP73831";"MCP73831";"SOT23-5";"Miniature single cell, fully integrated Li-Ion, Li-polymer charge management controller";"IC-09995";"";
"U2";"ESP-WROOM-32NARROW";"ESP-WROOM-32NARROW";"ESP-WROOM-32-NARROW";"";"IC-15676";"";
"U3";"AP2112K-3.3V";"V_REG_LDOSMD";"SOT23-5";"Voltage Regulator LDO";"VREG-12457";"";
"U4";"CP210X";"CP2102N";"QFN24";"";"IC-14020";"";
