"Part";"Value";"Device";"Package";"Description";"DESIGNER";"PROD_ID";"REV";"VALUE";
"J6";"JTAG";"CORTEX_JTAG_DEBUG_PTH_NS";"2X5-PTH-1.27MM-NO_SILK";"Cortex Debug Connector - 10 pin";"";"";"";"";
"J7";"";"CONN_04X2_SMT_NO_POSTS_NS";"2X4_SMT_NO_POSTS_NS";"Multi connection point. Often used as Generic Header-pin footprint for 0.1 inch spaced/style header connections";"";"";"";"";
"JP2";"LiPo";"CONN_02-JST-2MM-SMT";"JST-2-SMD";"Multi connection point. Often used as Generic Header-pin footprint for 0.1 inch spaced/style header connections";"";"CONN-11443";"";"";
"LOGO1";"SFE_LOGO_FLAME.1_INCH";"SFE_LOGO_FLAME.1_INCH";"SFE_LOGO_FLAME_.1";"SparkFun Flame Logo";"";"";"";"";
"LOGO2";"OSHW-LOGOMINI";"OSHW-LOGOMINI";"OSHW-LOGO-MINI";"Open-Source Hardware (OSHW) Logo";"";"";"";"";
"LOGO3";"SFE_LOGO_NAME_FLAME.1_INCH";"SFE_LOGO_NAME_FLAME.1_INCH";"SFE_LOGO_NAME_FLAME_.1";"SparkFun Font Logo w/ Flame";"";"";"";"";
"LOGO4";"FOUR_LAYER_WARNING";"FOUR_LAYER_WARNING";"FOUR_LAYER_WARNING";"Four-Layer Board Warning - tDoc Layer";"";"";"";"";
"LOGO6";"QWIIC_LOGO_4MM";"QWIIC_LOGO_4MM";"QWIIC_4MM";"Qwiic Logos for placement on schematic and PCB. The 5.5mm silk logo is best for placing next to Qwiic connector.";"";"";"";"";
"Q1";"2.5A/30V";"MOSFET-PCHANNELDMG2307L";"SOT23-3@1";"Generic PMOSFET";"";"TRANS-11308";"";"2.5A/30V";
"Q2";"MBT3904DW1T1";"TRANS_NPN_DUAL-MBT3904DW1T1";"SC70-6";"Dual NPN Transistors in Single Package";"";"TRANS-13337";"";"";
"R1";"10k";"10KOHM-0402T-1/16W-1%";"0402-TIGHT";"10kΩ resistor";"";"RES-14241";"";"10k";
"R2";"10k";"10KOHM-0402T-1/16W-1%";"0402-TIGHT";"10kΩ resistor";"";"RES-14241";"";"10k";
"R3";"1k";"1KOHM-0402T-1/16W-1%";"0402-TIGHT";"1kΩ resistor";"";"RES-14342";"";"1k";
"R4";"1k";"1KOHM-0402T-1/16W-1%";"0402-TIGHT";"1kΩ resistor";"";"RES-14342";"";"1k";
"R5";"22k";"22KOHM-0402_TIGHT-1/10W-1%";"0402-TIGHT";"22kΩ resistor";"";"RES-14281";"";"22k";
"R6";"2.0k";"2.0KOHM1/10W5%(0603)";"0603";"RES-08296";"";"RES-08296";"";"2.0k";
"R7";"10k";"10KOHM-0402T-1/16W-1%";"0402-TIGHT";"10kΩ resistor";"";"RES-14241";"";"10k";
"R8";"100k";"100KOHM-0402T-1/16W-1%";"0402-TIGHT";"100kΩ resistor";"";"RES-13495";"";"100k";
"R9";"33k";"33KOHM-0402T-1/16W-1%";"0402-TIGHT";"33kΩ resistor";"";"RES-15128";"";"33k";
"R10";"10k";"10KOHM-0402T-1/16W-1%";"0402-TIGHT";"10kΩ resistor";"";"RES-14241";"";"10k";
"R11";"5.1k";"5.1KOHM-0402T-1/16W-1%";"0402-TIGHT";"";"";"RES-14340";"";"5.1k";
"R12";"5.1k";"5.1KOHM-0402T-1/16W-1%";"0402-TIGHT";"";"";"RES-14340";"";"5.1k";
"R13";"10k";"10KOHM-0402T-1/16W-1%";"0402-TIGHT";"10kΩ resistor";"";"RES-14241";"";"10k";
"R14";"10k";"10KOHM-0402T-1/16W-1%";"0402-TIGHT";"10kΩ resistor";"";"RES-14241";"";"10k";
"R17";"10k";"10KOHM-0402T-1/16W-1%";"0402-TIGHT";"10kΩ resistor";"";"RES-14241";"";"10k";
"R18";"10k";"10KOHM-0402T-1/16W-1%";"0402-TIGHT";"10kΩ resistor";"";"RES-14241";"";"10k";
"S1";"RESET";"MOMENTARY-SWITCH-SPST-2-SMD-4.6X2.8MM";"TACTILE_SWITCH_SMD_4.6X2.8MM";"Momentary Switch (Pushbutton) - SPST - Two Circuits";"";"SWCH-15606";"";"";
"S2";"0";"MOMENTARY-SWITCH-SPST-2-SMD-4.6X2.8MM";"TACTILE_SWITCH_SMD_4.6X2.8MM";"Momentary Switch (Pushbutton) - SPST - Two Circuits";"";"SWCH-15606";"";"";
"TP1";"";"TEST-POINTTP_15TH_THRU";"TP_15TH";"SparkFun Test Points";"";"";"";"";
"TP2";"";"TEST-POINT3X4";"PAD.03X.04";"SparkFun Test Points";"";"";"";"";
"TP3";"";"TEST-POINT3X4";"PAD.03X.04";"SparkFun Test Points";"";"";"";"";
"TP4";"";"TEST-POINT3X4";"PAD.03X.04";"SparkFun Test Points";"";"";"";"";
"TP5";"";"TEST-POINT3X4";"PAD.03X.04";"SparkFun Test Points";"";"";"";"";
"U1";"ESP32-S2-WROOM";"ESP32-S2-WROOM";"ESP32-S2-WROOM";"ESP32-S2-WROOM - trace antenna (includes keepout)";"";"IC-15599";"";"";
"U2";"CP210X";"CP2102N";"QFN24";"";"";"IC-14020";"";"";
"U3";"AP2112";"V_REG_LDOSMD";"SOT23-5";"Voltage Regulator LDO";"";"VREG-12457";"";"";
"U4";"MCP73831";"MCP73831";"SOT23-5";"Miniature single cell, fully integrated Li-Ion, Li-polymer charge management controller";"";"IC-09995";"";"";
"U5";"TC7USB40MU";"TC7USB40MU";"UQFN10";"TC7USB40MU";"";"IC-15600";"";"";
"USB";"";"JUMPER-SMT_3_1-NC_TRACE_SILK";"SMT-JUMPER_3_1-NC_TRACE_SILK";"Normally closed trace jumper (1 of 2 connections)";"";"";"";"";
"Y1";"32.768kHz";"CRYSTAL-32.768KHZSMD-3.2X1.5";"CRYSTAL-SMD-3.2X1.5MM";"32.768kHz Crystal";"";"XTAL-13062";"";"32.768kHz";
