"Part";"Value";"Device";"Package";"Description";"DESIGNER";"PROD_ID";"REV";"SF_ID";"VALUE";
"J1";"QWIIC";"QWIIC_CONNECTORJS-1MM";"JST04_1MM_RA";"SparkFun I2C Standard Qwiic Connector";"";"CONN-13694";"";"";"QWIIC_RIGHT_ANGLE";
"J2";"QWIIC";"QWIIC_CONNECTORJS-1MM";"JST04_1MM_RA";"SparkFun I2C Standard Qwiic Connector";"";"CONN-13694";"";"";"QWIIC_RIGHT_ANGLE";
"J3";"RJ45";"RJ45-8";"RJ45-8";"RJ45 Jack - 8 pin";"";"CONN-08506";"";"PRT-00643";"RJ45";
"J4";"";"CONN_01PTH_NO_SILK_YES_STOP";"1X01_NO_SILK";"Single connection point. Often used as Generic Header-pin footprint for 0.1 inch spaced/style header connections";"";"";"";"";"";
"J5";"";"CONN_041X04_NO_SILK";"1X04_NO_SILK";"Multi connection point. Often used as Generic Header-pin footprint for 0.1 inch spaced/style header connections";"";"CONN-09696";"";"";"";
"J6";"";"CONN_021X02_NO_SILK";"1X02_NO_SILK";"Multi connection point. Often used as Generic Header-pin footprint for 0.1 inch spaced/style header connections";"";"";"";"";"";
"J7";"RJ45";"RJ45-8";"RJ45-8";"RJ45 Jack - 8 pin";"";"CONN-08506";"";"PRT-00643";"RJ45";
"L2";"2.2uH";"2.2μH_SHIELDED_INDUCTOR_5X5";"INDUCTOR_5X5MM";"Murata 2.2uH Inductor";"";"NDUC-15453";"";"";"2.2uH";
"LOGO1";"OSHW-LOGOM";"OSHW-LOGOM";"OSHW-LOGO-M";"Open-Source Hardware (OSHW) Logo";"";"";"";"";"";
"LOGO3";"SFE_LOGO_FLAME.2_INCH";"SFE_LOGO_FLAME.2_INCH";"SFE_LOGO_FLAME_.2";"SparkFun Flame Logo";"";"";"";"";"";
"LOGO4";"SFE_LOGO_NAME_FLAME.1_INCH";"SFE_LOGO_NAME_FLAME.1_INCH";"SFE_LOGO_NAME_FLAME_.1";"SparkFun Font Logo w/ Flame";"";"";"";"";"";
"PSEL";"JUMPER-SMT_3_NO_SILK";"JUMPER-SMT_3_NO_SILK";"SMT-JUMPER_3_NO_SILK";"Normally open jumper";"";"";"";"";"";
"PWR";"JUMPER-SMT_2_NC_TRACE_SILK";"JUMPER-SMT_2_NC_TRACE_SILK";"SMT-JUMPER_2_NC_TRACE_SILK";"Normally closed trace jumper";"";"";"";"";"";
"R1";"100k";"100KOHM-0603-1/10W-1%";"0603";"100kΩ resistor";"";"RES-07828";"";"";"100k";
"R2";"43k";"43KOHM-0603-1/10W-1%";"0603";"43kΩ resistor";"";"RES-07858";"";"";"43k";
"R3";"100k";"100KOHM-0603-1/10W-1%";"0603";"100kΩ resistor";"";"RES-07828";"";"";"100k";
"R7";"4.7k";"4.7KOHM-0603-1/10W-1%";"0603";"4.7kΩ resistor";"";"RES-07857";"";"";"4.7k";
"R8";"4.7k";"4.7KOHM-0603-1/10W-1%";"0603";"4.7kΩ resistor";"";"RES-07857";"";"";"4.7k";
"R11";"1k";"1KOHM-0603-1/10W-1%";"0603";"1kΩ resistor";"";"RES-07856";"";"";"1k";
"TP1";"TEST-POINT3";"TEST-POINT3";"PAD.03X.03";"SparkFun Test Points";"";"";"";"";"";
"U1";"PCA9615";"PCA9615";"TSSOP10";"Differential I2C Bus Buffer";"";"IC-13899";"";"";"";
"U3";"LMR33630";"LMR33630";"VQFN-HR-12";"Texas Instruments LMR33630 3.8V-36V 3A Regulator";"";"VREG-15445";"";"";"LMR33630";
