"Part";"Value";"Device";"Package";"Description";"DESIGNER";"PROD_ID";"REV";"VALUE";
"H2";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";"";"";"";
"H3";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";"";"";"";
"H4";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";"";"";"";
"J1";"AUDIO_JACK_3.5MM_SMD";"AUDIO_JACK_3.5MM_SMD";"AUDIO-JACK-3.5MM-SMD";"Audio Jack";"";"CONN-10353";"";"";
"J2";"AUDIO_JACK_3.5MM_SMD";"AUDIO_JACK_3.5MM_SMD";"AUDIO-JACK-3.5MM-SMD";"Audio Jack";"";"CONN-10353";"";"";
"J3";"";"CONN_02SMALL_POKEHOME";"1X02_POKEHOME";"Multi connection point. Often used as Generic Header-pin footprint for 0.1 inch spaced/style header connections";"";"CONN-13512";"";"";
"J4";"QWIIC_RIGHT_ANGLE";"QWIIC_CONNECTORJS-1MM";"JST04_1MM_RA";"SparkFun I2C Standard Qwiic Connector";"";"CONN-13694";"";"QWIIC_RIGHT_ANGLE";
"J5";"QWIIC_RIGHT_ANGLE";"QWIIC_CONNECTORJS-1MM";"JST04_1MM_RA";"SparkFun I2C Standard Qwiic Connector";"";"CONN-13694";"";"QWIIC_RIGHT_ANGLE";
"JP1";"JUMPER-SMT_3_2-NC_TRACE_SILK";"JUMPER-SMT_3_2-NC_TRACE_SILK";"SMT-JUMPER_3_2-NC_TRACE_SILK";"Normally closed trace jumper (2 of 2 connections)";"";"";"";"";
"JP2";"";"JUMPER-SMT_2_NC_TRACE_SILK";"SMT-JUMPER_2_NC_TRACE_SILK";"Normally closed trace jumper";"";"";"";"";
"L1";"270nH";"INDUCTOR-0603-15NH";"0603";"Inductors";"";"NDUC-11660";"";"15nH";
"L2";"FERITE 2.5k";"FERRITE_BEAD-0603";"0603";"Ferrite Bead (blocks, cores, rings, chokes, etc.)";"";"NDUC-13805";"";"30Ω/1.8A";
"L3";"FERITE 2.5K";"FERRITE_BEAD-0603";"0603";"Ferrite Bead (blocks, cores, rings, chokes, etc.)";"";"NDUC-13805";"";"30Ω/1.8A";
"L4";"120nH";"INDUCTOR-0603-15NH";"0603";"Inductors";"";"NDUC-11660";"";"15nH";
"R1";"10k";"10KOHM-0603-1/10W-1%";"0603";"10kΩ resistor";"";"RES-00824";"";"10k";
"R2";"2.2k";"2.2KOHM-0603-1/10W-1%";"0603";"2.2kΩ resistor";"";"RES-08272";"";"2.2k";
"R3";"2.2k";"2.2KOHM-0603-1/10W-1%";"0603";"2.2kΩ resistor";"";"RES-08272";"";"2.2k";
"R4";"20k";"20KOHM-0603-1/10W-5%";"0603";"20kΩ resistor";"";"RES-09231";"";"20k";
"R5";"20k";"20KOHM-0603-1/10W-5%";"0603";"20kΩ resistor";"";"RES-09231";"";"20k";
"R6";"20k";"20KOHM-0603-1/10W-5%";"0603";"20kΩ resistor";"";"RES-09231";"";"20k";
"R7";"20k";"20KOHM-0603-1/10W-5%";"0603";"20kΩ resistor";"";"RES-09231";"";"20k";
"R8";"1k";"1KOHM-0603-1/10W-1%";"0603";"1kΩ resistor";"";"RES-07856";"";"1k";
"R10";"100k";"100KOHM-0603-1/10W-1%";"0603";"100kΩ resistor";"";"RES-07828";"";"100k";
"U$18";"SPARKX-LOGO4";"SPARKX-LOGO4";"SPARKX-MEDIUM";"";"";"";"";"";
"U1";"SI4721";"SI4721";"QFN-20-3X3MM";"";"";"";"";"";
"U3";"TPA6111A2DR";"TPA6111SMD-T";"SO08";"TPA6111A2";"";"IC-10149";"";"TPA6111A2DR";
"Y1";"32.768kHz";"CRYSTAL-32.768KHZSMD-3.2X1.5";"CRYSTAL-SMD-3.2X1.5MM";"32.768kHz Crystal";"";"XTAL-13062";"";"32.768kHz";
