"Part";"Value";"Device";"Package";"Description";"DIST";"DIST_ID";"PROD_ID";"VALUE";
"LOGO4";"SFE_LOGO_NAME_FLAME.4_INCH";"SFE_LOGO_NAME_FLAME.4_INCH";"SFE_LOGO_NAME_FLAME_.4";"SFE Logo, name and flame";"";"";"";"";
"Q100";"2N3904";"TRANSISTOR_NPNTO-92-AMMO";"TO-92-AMMO";"Generic NPN BJT";"";"";"TRANS-08447";"";
"Q200";"2N3904";"TRANSISTOR_NPNTO-92-AMMO";"TO-92-AMMO";"Generic NPN BJT";"";"";"TRANS-08447";"";
"Q300";"2N3904";"TRANSISTOR_NPNTO-92-AMMO";"TO-92-AMMO";"Generic NPN BJT";"";"";"TRANS-08447";"";
"Q400";"2N3904";"TRANSISTOR_NPNTO-92-AMMO";"TO-92-AMMO";"Generic NPN BJT";"";"";"TRANS-08447";"";
"Q500";"2N3904";"TRANSISTOR_NPNTO-92-AMMO";"TO-92-AMMO";"Generic NPN BJT";"";"";"TRANS-08447";"";
"Q600";"2N3904";"TRANSISTOR_NPNTO-92-AMMO";"TO-92-AMMO";"Generic NPN BJT";"";"";"TRANS-08447";"";
"Q700";"2N3904";"TRANSISTOR_NPNTO-92-AMMO";"TO-92-AMMO";"Generic NPN BJT";"";"";"TRANS-08447";"";
"Q800";"2N3904";"TRANSISTOR_NPNTO-92-AMMO";"TO-92-AMMO";"Generic NPN BJT";"";"";"TRANS-08447";"";
"Q900";"2N3904";"TRANSISTOR_NPNTO-92-AMMO";"TO-92-AMMO";"Generic NPN BJT";"";"";"TRANS-08447";"";
"Q1000";"2N3904";"TRANSISTOR_NPNTO-92-AMMO";"TO-92-AMMO";"Generic NPN BJT";"";"";"TRANS-08447";"";
"R1";"470";"RESISTOREZ";"AXIAL-0.3EZ";"Resistor";"";"";"RES-10693";"";
"R2";"100k";"RESISTOREZ";"AXIAL-0.3EZ";"Resistor";"";"";"RES-10686";"";
"R3";"100k";"RESISTOREZ";"AXIAL-0.3EZ";"Resistor";"";"";"RES-10686";"";
"R4";"10k";"RESISTOREZ";"AXIAL-0.3EZ";"Resistor";"";"";"RES-09435";"";
"R5";"47k";"RESISTOREZ";"AXIAL-0.3EZ";"Resistor";"";"";"RES-10687";"";
"R6";"2.2k";"RESISTOREZ";"AXIAL-0.3EZ";"Resistor";"";"";"RES-10691";"";
"R7";"10k";"RESISTOREZ";"AXIAL-0.3EZ";"Resistor";"";"";"RES-09435";"";
"R9";"1k";"RESISTOREZ";"AXIAL-0.3EZ";"Resistor";"";"";"RES-08380";"";
"R10";"1k";"RESISTOREZ";"AXIAL-0.3EZ";"Resistor";"";"";"RES-08380";"";
"R12";"10k";"RESISTOREZ";"AXIAL-0.3EZ";"Resistor";"";"";"RES-09435";"";
"R13";"47k";"RESISTOREZ";"AXIAL-0.3EZ";"Resistor";"";"";"RES-10687";"";
"R14";"100k";"RESISTOREZ";"AXIAL-0.3EZ";"Resistor";"";"";"RES-10686";"";
"R15";"47";"RESISTOREZ";"AXIAL-0.3EZ";"Resistor";"";"";"RES-10697";"";
"R16";"100k";"RESISTOREZ";"AXIAL-0.3EZ";"Resistor";"";"";"RES-10686";"";
"R17";"22k";"RESISTOREZ";"AXIAL-0.3EZ";"Resistor";"";"";"RES-10688";"";
"R18";"22k";"RESISTOREZ";"AXIAL-0.3EZ";"Resistor";"";"";"RES-10688";"";
"R19";"2.2k";"RESISTOREZ";"AXIAL-0.3EZ";"Resistor";"";"";"RES-10691";"";
"R20";"47k";"RESISTOREZ";"AXIAL-0.3EZ";"Resistor";"";"";"RES-10687";"";
"R21";"10k";"RESISTOREZ";"AXIAL-0.3EZ";"Resistor";"";"";"RES-09435";"";
"R22";"1k";"RESISTOREZ";"AXIAL-0.3EZ";"Resistor";"";"";"RES-08380";"";
"R23";"10k";"RESISTOREZ";"AXIAL-0.3EZ";"Resistor";"";"";"RES-09435";"";
"R24";"10k";"RESISTOREZ";"AXIAL-0.3EZ";"Resistor";"";"";"RES-09435";"";
"R25";"10k";"RESISTOREZ";"AXIAL-0.3EZ";"Resistor";"";"";"RES-09435";"";
"R26";"1k";"RESISTOREZ";"AXIAL-0.3EZ";"Resistor";"";"";"RES-08380";"";
"R27";"100k";"RESISTOREZ";"AXIAL-0.3EZ";"Resistor";"";"";"RES-10686";"";
"R28";"100k";"RESISTOREZ";"AXIAL-0.3EZ";"Resistor";"";"";"RES-10686";"";
"R29";"33k";"RESISTOREZ";"AXIAL-0.3EZ";"Resistor";"";"";"RES-10687";"";
"R30";"22k";"RESISTOREZ";"AXIAL-0.3EZ";"Resistor";"";"";"RES-10688";"";
"R100";"2.2k";"RESISTOREZ";"AXIAL-0.3EZ";"Resistor";"";"";"RES-10691";"";
"R200";"2.2k";"RESISTOREZ";"AXIAL-0.3EZ";"Resistor";"";"";"RES-10691";"";
"R300";"2.2k";"RESISTOREZ";"AXIAL-0.3EZ";"Resistor";"";"";"RES-10691";"";
"R400";"2.2k";"RESISTOREZ";"AXIAL-0.3EZ";"Resistor";"";"";"RES-10691";"";
"R500";"2.2k";"RESISTOREZ";"AXIAL-0.3EZ";"Resistor";"";"";"RES-10691";"";
"R600";"2.2k";"RESISTOREZ";"AXIAL-0.3EZ";"Resistor";"";"";"RES-10691";"";
"R700";"2.2k";"RESISTOREZ";"AXIAL-0.3EZ";"Resistor";"";"";"RES-10691";"";
"R800";"2.2k";"RESISTOREZ";"AXIAL-0.3EZ";"Resistor";"";"";"RES-10691";"";
"R900";"2.2k";"RESISTOREZ";"AXIAL-0.3EZ";"Resistor";"";"";"RES-10691";"";
"R1000";"2.2k";"RESISTOREZ";"AXIAL-0.3EZ";"Resistor";"";"";"RES-10691";"";
"RV1";"10k";"POTALPS-KIT";"ALPS_POT_KIT";"";"";"";"RES-09177";"";
"RV2";"10k";"POTALPS-KIT";"ALPS_POT_KIT";"";"";"";"RES-09177";"";
"S1";"SPDT";"SWITCH-SPDTKIT";"SWITCH-SPDT_KIT";"SPDT Switch";"";"";"SWCH-08261";"";
"S3";"Play Button";"SWITCH-MOMENTARY-LEDEZ";"TACTILE-PTH-LED-12MM-EZ";"EZ is for Kits. There is no tStop (covering up the top side of the pads with mask). This helps the beginner see which side they should be soldering too.";"";"";"SWCH-11758";"";
"S5";"SPDT";"SWITCH-SPDTKIT";"SWITCH-SPDT_KIT";"SPDT Switch";"";"";"SWCH-08261";"";
"S100";"SPDT";"SWITCH-SPDTKIT";"SWITCH-SPDT_KIT";"SPDT Switch";"";"";"SWCH-08261";"";
"S200";"SPDT";"SWITCH-SPDTKIT";"SWITCH-SPDT_KIT";"SPDT Switch";"";"";"SWCH-08261";"";
"S300";"SPDT";"SWITCH-SPDTKIT";"SWITCH-SPDT_KIT";"SPDT Switch";"";"";"SWCH-08261";"";
"S400";"SPDT";"SWITCH-SPDTKIT";"SWITCH-SPDT_KIT";"SPDT Switch";"";"";"SWCH-08261";"";
"S500";"SPDT";"SWITCH-SPDTKIT";"SWITCH-SPDT_KIT";"SPDT Switch";"";"";"SWCH-08261";"";
"S600";"SPDT";"SWITCH-SPDTKIT";"SWITCH-SPDT_KIT";"SPDT Switch";"";"";"SWCH-08261";"";
"S700";"SPDT";"SWITCH-SPDTKIT";"SWITCH-SPDT_KIT";"SPDT Switch";"";"";"SWCH-08261";"";
"S800";"SPDT";"SWITCH-SPDTKIT";"SWITCH-SPDT_KIT";"SPDT Switch";"";"";"SWCH-08261";"";
"S900";"SPDT";"SWITCH-SPDTKIT";"SWITCH-SPDT_KIT";"SPDT Switch";"";"";"SWCH-08261";"";
"S1000";"SPDT";"SWITCH-SPDTKIT";"SWITCH-SPDT_KIT";"SPDT Switch";"";"";"SWCH-08261";"";
"SJ1";"RUN-N.C.";"SOLDERJUMPERTRACE-PTH";"SJ_2S-TRACE-PTH";"Solder Jumper";"";"";"";"";
"SJ2";"STOP-N.C.";"SOLDERJUMPERTRACE-PTH";"SJ_2S-TRACE-PTH";"Solder Jumper";"";"";"";"";
"SJ3";"CLK-N.C.";"SOLDERJUMPERTRACE-PTH";"SJ_2S-TRACE-PTH";"Solder Jumper";"";"";"";"";
"SJ4";"BTN-N.C.";"SOLDERJUMPERTRACE-PTH";"SJ_2S-TRACE-PTH";"Solder Jumper";"";"";"";"";
"SJ5";"ONE-SHOT-N.O.";"SOLDERJUMPERPTH";"SJ_2S-PTH";"Solder Jumper";"";"";"";"";
"STANDOFF1";"STAND-OFF";"STAND-OFF";"STAND-OFF";"#4 Stand Off";"";"";"";"";
"STANDOFF2";"STAND-OFF";"STAND-OFF";"STAND-OFF";"#4 Stand Off";"";"";"";"";
"STANDOFF3";"STAND-OFF";"STAND-OFF";"STAND-OFF";"#4 Stand Off";"";"";"";"";
"STANDOFF5";"STAND-OFF";"STAND-OFF";"STAND-OFF";"#4 Stand Off";"";"";"";"";
"STANDOFF6";"STAND-OFF";"STAND-OFF";"STAND-OFF";"#4 Stand Off";"";"";"";"";
"VR100";"10K";"SLIDER30MM-KIT";"SLIDER-MEDIUM-KIT";"Slide-type potentiometers.";"";"";"RES-11931";"";
"VR200";"10K";"SLIDER30MM-KIT";"SLIDER-MEDIUM-KIT";"Slide-type potentiometers.";"";"";"RES-11931";"";
"VR300";"10K";"SLIDER30MM-KIT";"SLIDER-MEDIUM-KIT";"Slide-type potentiometers.";"";"";"RES-11931";"";
"VR400";"10K";"SLIDER30MM-KIT";"SLIDER-MEDIUM-KIT";"Slide-type potentiometers.";"";"";"RES-11931";"";
"VR500";"10K";"SLIDER30MM-KIT";"SLIDER-MEDIUM-KIT";"Slide-type potentiometers.";"";"";"RES-11931";"";
"VR600";"10K";"SLIDER30MM-KIT";"SLIDER-MEDIUM-KIT";"Slide-type potentiometers.";"";"";"RES-11931";"";
"VR700";"10K";"SLIDER30MM-KIT";"SLIDER-MEDIUM-KIT";"Slide-type potentiometers.";"";"";"RES-11931";"";
"VR800";"10K";"SLIDER30MM-KIT";"SLIDER-MEDIUM-KIT";"Slide-type potentiometers.";"";"";"RES-11931";"";
"VR900";"10K";"SLIDER30MM-KIT";"SLIDER-MEDIUM-KIT";"Slide-type potentiometers.";"";"";"RES-11931";"";
"VR1000";"10K";"SLIDER30MM-KIT";"SLIDER-MEDIUM-KIT";"Slide-type potentiometers.";"";"";"RES-11931";"";
