"Part";"Value";"Device";"Package";"Description";"DESIGNER";"PROD_ID";"REV";"SF_ID";"VALUE";
"J8";"";"CONN_041X04_NO_SILK";"1X04_NO_SILK";"Multi connection point. Often used as Generic Header-pin footprint for 0.1 inch spaced/style header connections";"";"CONN-09696";"";"";"";
"LOGO1";"OSHW-LOGOM";"OSHW-LOGOM";"OSHW-LOGO-M";"Open-Source Hardware (OSHW) Logo";"";"";"";"";"";
"LOGO2";"REVISION";"REVISION";"REVISION";""Revision By" Text";"";"";"";"";"";
"LOGO3";"QWIIC_LOGO_4MM";"QWIIC_LOGO_4MM";"QWIIC_4MM";"Qwiic Logos for placement on schematic and PCB. The 5.5mm silk logo is best for placing next to Qwiic connector.";"";"";"";"";"";
"LOGO4";"SFE_LOGO_NAME_FLAME.1_INCH";"SFE_LOGO_NAME_FLAME.1_INCH";"SFE_LOGO_NAME_FLAME_.1";"SparkFun Font Logo w/ Flame";"";"";"";"";"";
"LOGO5";"SFE_LOGO_FLAME.1_INCH";"SFE_LOGO_FLAME.1_INCH";"SFE_LOGO_FLAME_.1";"SparkFun Flame Logo";"";"";"";"";"";
"PWR";"JUMPER-SMT_2_NC_TRACE_SILK";"JUMPER-SMT_2_NC_TRACE_SILK";"SMT-JUMPER_2_NC_TRACE_SILK";"Normally closed trace jumper";"";"";"";"";"";
"R1";"390";"390OHM-0603-1/10W-1%";"0603";"390Ω resistor";"";"RES-07864";"";"";"390";
"R2";"100";"100OHM-0603-1/10W-1%";"0603";"100Ω resistor";"";"RES-07863";"";"";"100";
"R3";"390";"390OHM-0603-1/10W-1%";"0603";"390Ω resistor";"";"RES-07864";"";"";"390";
"R4";"390";"390OHM-0603-1/10W-1%";"0603";"390Ω resistor";"";"RES-07864";"";"";"390";
"R5";"100";"100OHM-0603-1/10W-1%";"0603";"100Ω resistor";"";"RES-07863";"";"";"100";
"R6";"390";"390OHM-0603-1/10W-1%";"0603";"390Ω resistor";"";"RES-07864";"";"";"390";
"R7";"4.7k";"4.7KOHM-0603-1/10W-1%";"0603";"4.7kΩ resistor";"";"RES-07857";"";"";"4.7k";
"R8";"4.7k";"4.7KOHM-0603-1/10W-1%";"0603";"4.7kΩ resistor";"";"RES-07857";"";"";"4.7k";
"R11";"1k";"1KOHM-0603-1/10W-1%";"0603";"1kΩ resistor";"";"RES-07856";"";"";"1k";
"U1";"PCA9615";"PCA9615";"TSSOP10";"Differential I2C Bus Buffer";"";"IC-13899";"";"";"";
"VCC1";"JUMPER-SMT_2_NC_TRACE_SILK";"JUMPER-SMT_2_NC_TRACE_SILK";"SMT-JUMPER_2_NC_TRACE_SILK";"Normally closed trace jumper";"";"";"";"";"";
