"Part";"Value";"Device";"Package";"Description";"DESIGNER";"PROD_ID";"REV";"SF_ID";"VALUE";
"H4";"STAND-OFFTIGHT";"STAND-OFFTIGHT";"STAND-OFF-TIGHT";"Stand Off";"";"";"";"";"";
"J1";"U.FL";"U.FL2PIN";"U.FL";"SMD Antenna Connector - U.FL";"";"CONN-09193";"";"WRL-09144";"U.FL";
"J2";"";"USB_C_2-LAYER";"USB-C-16P";"USB Type C 16Pin Connector";"";"CONN-14122";"";"";"";
"J3";"";"CONN_06NO_SILK_NO_POP";"1X06_NO_SILK";"Multi connection point. Often used as Generic Header-pin footprint for 0.1 inch spaced/style header connections";"";"";"";"";"";
"J4";"";"CONN_08NO_SILK_FEMALE_PTH";"1X08_NO_SILK";"Multi connection point. Often used as Generic Header-pin footprint for 0.1 inch spaced/style header connections";"";"CONN-08438";"";"";"";
"J5";"QWIIC_RIGHT_ANGLE";"QWIIC_CONNECTORJS-1MM";"JST04_1MM_RA";"SparkFun I2C Standard Qwiic Connector";"";"CONN-13694";"";"";"QWIIC_RIGHT_ANGLE";
"J6";"RASPBERRYPI-40-PIN-GPIO_SMD_STACK_NOHOLES_NOREF";"RASPBERRYPI-40-PIN-GPIO_SMD_STACK_NOHOLES_NOREF";"RASPBERRY_PI_HAT_40_PIN_SMD_STACKABLE_NOHOLES_NOREF";"Raspberry Pi GPIO Header";"";"";"";"";"";
"JP1";"JUMPER-SMT_2_NC_TRACE_SILK";"JUMPER-SMT_2_NC_TRACE_SILK";"SMT-JUMPER_2_NC_TRACE_SILK";"Normally closed trace jumper";"";"";"";"";"";
"JP2";"JUMPER-SMT_2_NC_TRACE_SILK";"JUMPER-SMT_2_NC_TRACE_SILK";"SMT-JUMPER_2_NC_TRACE_SILK";"Normally closed trace jumper";"";"";"";"";"";
"JP3";"JUMPER-SMT_2_NC_TRACE_SILK";"JUMPER-SMT_2_NC_TRACE_SILK";"SMT-JUMPER_2_NC_TRACE_SILK";"Normally closed trace jumper";"";"";"";"";"";
"JP4";"JUMPER-SMT_2_NC_TRACE_SILK";"JUMPER-SMT_2_NC_TRACE_SILK";"SMT-JUMPER_2_NC_TRACE_SILK";"Normally closed trace jumper";"";"";"";"";"";
"JP5";"JUMPER-SMT_2_NO_SILK";"JUMPER-SMT_2_NO_SILK";"SMT-JUMPER_2_NO_SILK";"Normally open jumper";"";"";"";"";"";
"JP6";"JUMPER-SMT_3_2-NC_TRACE_SILK";"JUMPER-SMT_3_2-NC_TRACE_SILK";"SMT-JUMPER_3_2-NC_TRACE_SILK";"Normally closed trace jumper (2 of 2 connections)";"";"";"";"";"";
"LOGO1";"QWIIC_LOGO_5MM";"QWIIC_LOGO_5MM";"QWIIC_5MM";"Qwiic Logos for placement on schematic and PCB. The 5.5mm silk logo is best for placing next to Qwiic connector.";"";"";"";"";"";
"LOGO2";"OSHW-LOGOM";"OSHW-LOGOM";"OSHW-LOGO-M";"Open-Source Hardware (OSHW) Logo";"";"";"";"";"";
"LOGO3";"SFE_LOGO_NAME_FLAME.2_INCH";"SFE_LOGO_NAME_FLAME.2_INCH";"SFE_LOGO_NAME_FLAME_.2";"SparkFun Font Logo w/ Flame";"";"";"";"";"";
"R1";"100K";"100KOHM-0402-1/16W-1%";"0402";"100kΩ resistor";"";"RES-13495";"";"";"100K";
"R2";"33";"33OHM-0603-1/10W-1%";"0603";"33Ω resistor";"";"RES-08270";"";"";"33";
"R3";"33";"33OHM_RA-1206-1/16W-5%";"1206_RA";"EXB-38V330JV";"";"RES-15081";"";"";"33";
"R4";"33";"33OHM-0603-1/10W-1%";"0603";"33Ω resistor";"";"RES-08270";"";"";"33";
"R5";"33";"33OHM_RA-1206-1/16W-5%";"1206_RA";"EXB-38V330JV";"";"RES-15081";"";"";"33";
"R6";"33";"33OHM_RA-1206-1/16W-5%";"1206_RA";"EXB-38V330JV";"";"RES-15081";"";"";"33";
"R7";"33";"33OHM_RA-1206-1/16W-5%";"1206_RA";"EXB-38V330JV";"";"RES-15081";"";"";"33";
"R8";"2.2k";"2.2KOHM-0603-1/10W-1%";"0603";"2.2kΩ resistor";"";"RES-08272";"";"";"2.2k";
"R9";"1k";"1KOHM-0603-1/10W-1%";"0603";"1kΩ resistor";"";"RES-07856";"";"";"1k";
"R10";"1k";"1KOHM-0603-1/10W-1%";"0603";"1kΩ resistor";"";"RES-07856";"";"";"1k";
"R11";"1k";"1KOHM-0603-1/10W-1%";"0603";"1kΩ resistor";"";"RES-07856";"";"";"1k";
"R12";"1k";"1KOHM-0603-1/10W-1%";"0603";"1kΩ resistor";"";"RES-07856";"";"";"1k";
"R13";"2.2k";"2.2KOHM-0603-1/10W-1%";"0603";"2.2kΩ resistor";"";"RES-08272";"";"";"2.2k";
"R14";"5.1k";"5.1KOHM-0402-1/16W-1%";"0402";"";"";"RES-14340";"";"";"5.1k";
"R15";"5.1k";"5.1KOHM-0402-1/16W-1%";"0402";"";"";"RES-14340";"";"";"5.1k";
"R16";"3.3k";"3.3KOHM-0603-1/10W-1%";"0603";"3.3kΩ resistor";"";"RES-07851";"";"";"3.3k";
"R17";"27";"27OHM-0603-1/10W-1%";"0603";"27Ω resistor";"";"RES-09334";"";"";"27";
"R18";"27";"27OHM-0603-1/10W-1%";"0603";"27Ω resistor";"";"RES-09334";"";"";"27";
"R19";"3.3k";"3.3KOHM-0603-1/10W-1%";"0603";"3.3kΩ resistor";"";"RES-07851";"";"";"3.3k";
"R20";"3.3k";"3.3KOHM-0603-1/10W-1%";"0603";"3.3kΩ resistor";"";"RES-07851";"";"";"3.3k";
"R21";"910";"910OHM-0603-1/10W-5%";"0603";"910 Ohm Resistor";"";"RES-13860";"";"";"910";
"R22";"910";"910OHM-0603-1/10W-5%";"0603";"910 Ohm Resistor";"";"RES-13860";"";"";"910";
"R23";"470";"470OHM-0603-1/10W-1%";"0603";"470Ω resistor";"";"RES-07869";"";"";"470";
"R24";"470";"470OHM-0603-1/10W-1%";"0603";"470Ω resistor";"";"RES-07869";"";"";"470";
"TP1";"TEST-POINT3X4";"TEST-POINT3X4";"PAD.03X.04";"SparkFun Test Points";"";"";"";"";"";
"TP2";"TEST-POINT3X4";"TEST-POINT3X4";"PAD.03X.04";"SparkFun Test Points";"";"";"";"";"";
"TP3";"TEST-POINT3X4";"TEST-POINT3X4";"PAD.03X.04";"SparkFun Test Points";"";"";"";"";"";
"TP4";"TEST-POINT3X4";"TEST-POINT3X4";"PAD.03X.04";"SparkFun Test Points";"";"";"";"";"";
"TP5";"TEST-POINT3X4";"TEST-POINT3X4";"PAD.03X.04";"SparkFun Test Points";"";"";"";"";"";
"TP6";"TEST-POINT3X4";"TEST-POINT3X4";"PAD.03X.04";"SparkFun Test Points";"";"";"";"";"";
"TP7";"TEST-POINT3X4";"TEST-POINT3X4";"PAD.03X.04";"SparkFun Test Points";"";"";"";"";"";
"U1";"U-BLOX_ZED_F9R";"U-BLOX_ZED_F9R";"UBLOX_ZED_F9R";"u-blox ZED-F9K ADR";"";"IC-14716";"";"";"";
"U2";"DUAL-OPTO_HCPL-073L";"DUAL-OPTO_HCPL-073L";"SOP_8-PIN";"HCPL-073L";"";"IC-15070";"";"";"";
"U3";"UHS_INVERTER_SCHMITT_TRIGGERSIP6";"UHS_INVERTER_SCHMITT_TRIGGERSIP6";"SIP6";"NC7SZ14";"";"IC-15068";"";"";"";
"U4";"UHS_INVERTER_SCHMITT_TRIGGERSIP6";"UHS_INVERTER_SCHMITT_TRIGGERSIP6";"SIP6";"NC7SZ14";"";"IC-15068";"";"";"";
