"Part";"Value";"Device";"Package";"Description";"DESIGNER";"PROD_ID";"REV";"VALUE";
"J1";"MICROMOD-2222";"MICROMOD-2222";"M.2-CARD-E-22";"MicroMod Connector";"";"";"";"";
"LOGO1";"SFE_LOGO_NAME_FLAME.1_INCH";"SFE_LOGO_NAME_FLAME.1_INCH";"SFE_LOGO_NAME_FLAME_.1";"SparkFun Font Logo w/ Flame";"";"";"";"";
"LOGO2";"SFE_LOGO_FLAME.1_INCH";"SFE_LOGO_FLAME.1_INCH";"SFE_LOGO_FLAME_.1";"SparkFun Flame Logo";"";"";"";"";
"LOGO3";"OSHW-LOGOMINI";"OSHW-LOGOMINI";"OSHW-LOGO-MINI";"Open-Source Hardware (OSHW) Logo";"";"";"";"";
"LOGO4";"SPECIAL_INSTRUCTIONS-ORDERING";"SPECIAL_INSTRUCTIONS-ORDERING";"ORDERING_INSTRUCTIONS";"Special Ordering/Production Instructions Alert";"";"";"";"";
"R1";"1k";"1KOHM-0402T-1/16W-1%";"0402-TIGHT";"1kΩ resistor";"";"RES-14342";"";"1k";
"R2";"200OHM-0402T-1/16W-1%";"200OHM-0402T-1/16W-1%";"0402-TIGHT";"200Ω resistor";"";"RES-15550";"";"";
"R4";"10k";"10KOHM-0402T-1/16W-1%";"0402-TIGHT";"10kΩ resistor";"";"RES-14241";"";"10k";
"R5";"10k";"10KOHM-0402T-1/16W-1%";"0402-TIGHT";"10kΩ resistor";"";"RES-14241";"";"10k";
"R8";"1k";"1KOHM-0402T-1/16W-1%";"0402-TIGHT";"1kΩ resistor";"";"RES-14342";"";"1k";
"R9";"1k";"1KOHM-0402T-1/16W-1%";"0402-TIGHT";"1kΩ resistor";"";"RES-14342";"";"1k";
"R10";"27";"27OHM";"0402-TIGHT";"27Ω resistor";"";"RES-15238";"";"";
"R11";"27";"27OHM";"0402-TIGHT";"27Ω resistor";"";"RES-15238";"";"";
"R18";"1k";"1KOHM-0402T-1/16W-1%";"0402-TIGHT";"1kΩ resistor";"";"RES-14342";"";"1k";
"U1";"W25QXX128MBIT";"W25QXX128MBIT-6X5-SKINNY_CENTER";"WSON-8-6X5-SKINNY_CENTERPAD";"";"";"IC-15107";"";"";
"U2";"FSUSB30MUX_MSOP10";"FSUSB30MUX_MSOP10";"MSOP10";"";"";"IC-15569";"";"";
"U3";"RP2040";"RP2040";"QFN-56";"Raspberry Pi RP2040 MCU";"";"IC-15502";"";"";
"Y1";"12MHz";"CRYSTAL-12MHZ";"CRYSTAL-SMD-2X2.5MM";"12.0MHz Crystal";"";"XTAL-15540";"";"";
