"Part";"Value";"Device";"Package";"Description";"DESIGNER";"PROD_ID";"REV";"VALUE";
"C23";"0.1uF";"0.1UF-0402T-16V-10%-X7R-WE";"0402-TIGHT";"0.1µF ceramic capacitors";"";"CAP-16507";"";"0.1uF";
"CIPO";"";"TEST-POINTTP_15TH_THRU";"TP_15TH";"SparkFun Test Points";"";"";"";"";
"COPI";"";"TEST-POINTTP_15TH_THRU";"TP_15TH";"SparkFun Test Points";"";"";"";"";
"CS";"";"TEST-POINTTP_15TH_THRU";"TP_15TH";"SparkFun Test Points";"";"";"";"";
"EWP";"JUMPER-SMT_2_NO_SILK";"JUMPER-SMT_2_NO_SILK";"SMT-JUMPER_2_NO_SILK";"Normally open jumper";"";"";"";"";
"FD1";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"FIDUCIAL-MICRO";"Fiducial Alignment Points";"";"";"";"";
"FD2";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"FIDUCIAL-MICRO";"Fiducial Alignment Points";"";"";"";"";
"FD3";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"FIDUCIAL-MICRO";"Fiducial Alignment Points";"";"";"";"";
"FD4";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"FIDUCIAL-MICRO";"Fiducial Alignment Points";"";"";"";"";
"FRAME1";"FRAME-LEDGER";"FRAME-LEDGER";"CREATIVE_COMMONS";"Schematic Frame - Ledger";"";"";"";"";
"INT";"";"TEST-POINTTP_15TH_THRU";"TP_15TH";"SparkFun Test Points";"";"";"";"";
"J1";"IP20(RJ50)";"T1_INDUSTRIAL_JACK_AH_IP20";"T1_INDUSTRIAL_JACK_AH_IP20";"";"";"CONN-16501";"";"IP20(RJ50)";
"J2";"MICROMOD_FUNCTION_STANDARD";"MICROMOD_FUNCTION_STANDARD";"M.2-CARD-E-22_FUNCTION_STANDARD";"MicroMod Connector";"";"";"";"";
"LED-0";"JUMPER-SMT_2_NC_TRACE_SILK";"JUMPER-SMT_2_NC_TRACE_SILK";"SMT-JUMPER_2_NC_TRACE_SILK";"Normally closed trace jumper";"";"";"";"";
"LED-1";"JUMPER-SMT_2_NC_TRACE_SILK";"JUMPER-SMT_2_NC_TRACE_SILK";"SMT-JUMPER_2_NC_TRACE_SILK";"Normally closed trace jumper";"";"";"";"";
"LED-LINK";"JUMPER-SMT_2_NC_TRACE_SILK";"JUMPER-SMT_2_NC_TRACE_SILK";"SMT-JUMPER_2_NC_TRACE_SILK";"Normally closed trace jumper";"";"";"";"";
"LED-PWR";"JUMPER-SMT_2_NC_TRACE_SILK";"JUMPER-SMT_2_NC_TRACE_SILK";"SMT-JUMPER_2_NC_TRACE_SILK";"Normally closed trace jumper";"";"";"";"";
"LED_0";"Green";"LED-GREEN-0603-WE";"LED-0603";"Green SMD LED";"";"DIO-16512";"";"Green";
"LED_1";"Yellow";"LED-YELLOW-0603-WE";"LED-0603";"Yellow SMD LED";"";"DIO-16514";"";"Yellow";
"LINK_ST";"Blue";"LED-BLUE-0603-WE";"LED-0603";"Blue SMD LED";"";"DIO-16513";"";"Blue";
"LOGO1";"SFE_LOGO_NAME_FLAME.2_INCH";"SFE_LOGO_NAME_FLAME.2_INCH";"SFE_LOGO_NAME_FLAME_.2";"SparkFun Font Logo w/ Flame";"";"";"";"";
"LOGO2";"SPECIAL_INSTRUCTIONS-ORDERING";"SPECIAL_INSTRUCTIONS-ORDERING";"ORDERING_INSTRUCTIONS";"Special Ordering/Production Instructions Alert";"";"";"";"";
"LOGO3";"OSHW-LOGOMINI";"OSHW-LOGOMINI";"OSHW-LOGO-MINI";"Open-Source Hardware (OSHW) Logo";"";"";"";"";
"MEAS";"JUMPER-COMBO_2_NC_TRACE";"JUMPER-COMBO_2_NC_TRACE";"COMBO-JUMPER_2_NC_TRACE";"";"";"";"";"";
"MS_SEL";"";"JUMPER-SMT_2_NO_SILK";"SMT-JUMPER_2_NO_SILK";"Normally open jumper";"";"";"";"";
"PWR";"Red";"LED-RED-0603-WE";"LED-0603";"Red SMD LED";"";"DIO-16511";"";"Red";
"Q1";"220mA/50V/3.5Ω";"MOSFET-NCH-BSS138";"SOT23-3";"N-channel MOSFETs";"";"TRANS-00830";"";"220mA/50V/3.5Ω";
"Q2";"20V/4.2A/52mΩ/1.4W";"MOSFET_PCH-DMG2305UX-7";"SOT23-3";"P-channel MOSFETs";"";"TRANS-14388";"";"20V/4.2A/52mΩ/1.4W";
"R1";"49.9";"49.9OHM-0603-1/10W-1%";"0603";"49.9Ω resistor";"";"RES-16237";"";"49.9";
"R2";"49.9";"49.9OHM-0603-1/10W-1%";"0603";"49.9Ω resistor";"";"RES-16237";"";"49.9";
"R3";"5.1k";"5.1KOHM-0402T-1/16W-1%";"0402-TIGHT";"";"";"RES-14340";"";"5.1k";
"R4";"5.1k";"5.1KOHM-0402T-1/16W-1%";"0402-TIGHT";"";"";"RES-14340";"";"5.1k";
"R5";"10.2k";"10.2KOHM-0402-1/16W-1%";"0402-TIGHT";"10.2kΩ resistor";"";"RES-16559";"";"10.2k";
"R6";"10.2k";"10.2KOHM-0402-1/16W-1%";"0402-TIGHT";"10.2kΩ resistor";"";"RES-16559";"";"10.2k";
"R7";"10k";"10KOHM-0603-1/10W-1%";"0603";"10kΩ resistor";"";"RES-00824";"";"10k";
"R8";"10k";"10KOHM-0603-1/10W-1%";"0603";"10kΩ resistor";"";"RES-00824";"";"10k";
"R9";"1k";"1KOHM-0402T-1/16W-1%";"0402-TIGHT";"1kΩ resistor";"";"RES-14342";"";"1k";
"R10";"1.5k";"1.5KOHM-0603-1/10W-1%";"0603";"1.5kΩ resistor";"";"RES-08306";"";"1.5k";
"R11";"1k";"1KOHM-0402T-1/16W-1%";"0402-TIGHT";"1kΩ resistor";"";"RES-14342";"";"1k";
"R12";"4.7k";"4.7KOHM-0402T-1/16W-1%";"0402-TIGHT";"4.7kΩ resistor";"";"RES-15343";"";"4.7k";
"R13";"4.7k";"4.7KOHM-0402T-1/16W-1%";"0402-TIGHT";"4.7kΩ resistor";"";"RES-15343";"";"4.7k";
"R14";"4.7k";"4.7KOHM-0402T-1/16W-1%";"0402-TIGHT";"4.7kΩ resistor";"";"RES-15343";"";"4.7k";
"R15";"4.7k";"4.7KOHM-0402T-1/16W-1%";"0402-TIGHT";"4.7kΩ resistor";"";"RES-15343";"";"4.7k";
"R16";"4.7k";"4.7KOHM-0402T-1/16W-1%";"0402-TIGHT";"4.7kΩ resistor";"";"RES-15343";"";"4.7k";
"R17";"4.7k";"4.7KOHM-0402T-1/16W-1%";"0402-TIGHT";"4.7kΩ resistor";"";"RES-15343";"";"4.7k";
"R18";"4.7k";"4.7KOHM-0402T-1/16W-1%";"0402-TIGHT";"4.7kΩ resistor";"";"RES-15343";"";"4.7k";
"R19";"4.7k";"4.7KOHM-0402T-1/16W-1%";"0402-TIGHT";"4.7kΩ resistor";"";"RES-15343";"";"4.7k";
"R20";"1k";"1KOHM-0402T-1/16W-1%";"0402-TIGHT";"1kΩ resistor";"";"RES-14342";"";"1k";
"R21";"1k";"1KOHM-0402T-1/16W-1%";"0402-TIGHT";"1kΩ resistor";"";"RES-14342";"";"1k";
"R22";"10k";"10KOHM-0603-1/10W-1%";"0603";"10kΩ resistor";"";"RES-00824";"";"10k";
"R23";"100Ω";"100OHM-0603-1/10W-1%";"0603";"100Ω resistor";"";"RES-07863";"";"100";
"R24";"1.5k";"1.5KOHM-0603-1/10W-1%";"0603";"1.5kΩ resistor";"";"RES-08306";"";"1.5k";
"R25";"4.7k";"4.7KOHM-0402T-1/16W-1%";"0402-TIGHT";"4.7kΩ resistor";"";"RES-15343";"";"4.7k";
"R26";"100";"100OHM-0603-1/10W-1%";"0603";"100Ω resistor";"";"RES-07863";"";"100";
"R27";"4.7k";"4.7KOHM-0603-1/10W-1%";"0603";"4.7kΩ resistor";"";"RES-07857";"";"4.7k";
"R28";"100k";"100KOHM-0402T-1/16W-1%";"0402-TIGHT";"100kΩ resistor";"";"RES-13495";"";"100k";
"R29";"100Ω";"100OHM-0603-1/10W-1%";"0603";"100Ω resistor";"";"RES-07863";"";"100";
"S1";"RESET";"MOMENTARY-SWITCH-SPST-SMD-5.2MM-TALL";"TACTILE_SWITCH_SMD_5.2MM";"Momentary Switch (Pushbutton) - SPST";"";"SWCH-14139";"";"";
"SHLD";"";"JUMPER-SMT_3_1-NC_TRACE_SILK";"SMT-JUMPER_3_1-NC_TRACE_SILK";"Normally closed trace jumper (1 of 2 connections)";"";"";"";"";
"SPI";"";"TEST-POINTTP_15TH_THRU";"TP_15TH";"SparkFun Test Points";"";"";"";"";
"SPI_CFG0";"";"JUMPER-SMT_2_NO_SILK";"SMT-JUMPER_2_NO_SILK";"Normally open jumper";"";"";"";"";
"SPI_CFG1";"";"JUMPER-SMT_2_NO_SILK";"SMT-JUMPER_2_NO_SILK";"Normally open jumper";"";"";"";"";
"SWPD";"";"JUMPER-SMT_2_NO_SILK";"SMT-JUMPER_2_NO_SILK";"Normally open jumper";"";"";"";"";
"T1";"WE-STST";"WE_STST_TRANSFORMER_1:1_SMD_74930030_3.2X4.7MM";"WE_STST_TRANSFORMER_1:1_SMD_3.2X4.7MM_74930030";"WE-STST Super Tiny Signal";"";"COMP-16426";"";"WE-STST";
"TP1";"TEST-POINT3X4";"TEST-POINT3X4";"PAD.03X.04";"SparkFun Test Points";"";"";"";"";
"TX2P4";"";"JUMPER-SMT_2_NO_SILK";"SMT-JUMPER_2_NO_SILK";"Normally open jumper";"";"";"";"";
"U1";"ADIN1110";"ADIN1110";"LFCSP-40";"The ADIN1110 is an ultra low power, single port, 10BASE-T1L";"";"IC-16335";"";"";
"U2";"EEPROM";"EEPROM-I2C512K";"SO08";"I2C EEPROMs, 24LC256 and others";"";"IC-14645";"";"";
"U3";"3.3V";"V_REG_AP2112K-3.3V";"SOT23-5";"AP2112 - 600mA CMOS LDO Regulator w/ Enable";"";"VREG-12457";"";"3.3V";
"U4";"WE-TVS";"WE-TVS_DIODE_ARRAY_824012823_1.0X1.2MM";"WE_TVS_1.0X1.2MM";"WE-TVS TVS Diode – Super Speed";"";"DIO-16429";"";"WE-TVS";
"Y1";"25MHz";"CRYSTAL-25MHZ-WE-SMD-2.0X1.6MM-WE";"CRYSTAL-SMD-2.0X1.6MM-WE";"25MHz Crystal";"";"XTAL-16515";"";"25MHz";
