"Part";"Value";"Device";"Package";"Description";"DESIGNER";"PROD_ID";"REV";"SF_ID";"VALUE";
"J2";"";"CONN_041X04_NO_SILK";"1X04_NO_SILK";"Multi connection point. Often used as Generic Header-pin footprint for 0.1 inch spaced/style header connections";"";"CONN-09696";"";"";"";
"J3";"Qwiic Right Angle";"I2C_STANDARDQWIIC";"JST04_1MM_RA";"SparkFun I2C Standard Pinout Header";"";"CONN-13694";"";"";"Qwiic Right Angle";
"J4";"Qwiic Right Angle";"I2C_STANDARDQWIIC";"JST04_1MM_RA";"SparkFun I2C Standard Pinout Header";"";"CONN-13694";"";"";"Qwiic Right Angle";
"J5";"";"USB_C_2-LAYER_PADS";"USB-C-16P-2LAYER-PADS";"USB Type C 16Pin Connector";"";"CONN-14122";"";"";"";
"J6";"";"CONN_07NO_SILK";"1X07_NO_SILK";"Multi connection point. Often used as Generic Header-pin footprint for 0.1 inch spaced/style header connections";"";"";"";"";"";
"J7";"U.FL";"U.FL2PIN";"U.FL";"SMD Antenna Connector - U.FL";"";"CONN-09193";"";"WRL-09144";"U.FL";
"JP1";"JUMPER-SMT_3_2-NC_TRACE_SILK";"JUMPER-SMT_3_2-NC_TRACE_SILK";"SMT-JUMPER_3_2-NC_TRACE_SILK";"Normally closed trace jumper (2 of 2 connections)";"";"";"";"";"";
"JP2";"JUMPER-SMT_2_NC_TRACE_SILK";"JUMPER-SMT_2_NC_TRACE_SILK";"SMT-JUMPER_2_NC_TRACE_SILK";"Normally closed trace jumper";"";"";"";"";"";
"JP3";"JUMPER-SMT_2_NC_TRACE_SILK";"JUMPER-SMT_2_NC_TRACE_SILK";"SMT-JUMPER_2_NC_TRACE_SILK";"Normally closed trace jumper";"";"";"";"";"";
"JP4";"JUMPER-SMT_2_NO_SILK";"JUMPER-SMT_2_NO_SILK";"SMT-JUMPER_2_NO_SILK";"Normally open jumper";"";"";"";"";"";
"JP5";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"MICRO-FIDUCIAL";"Fiducial Alignment Points";"";"";"";"";"";
"JP6";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"MICRO-FIDUCIAL";"Fiducial Alignment Points";"";"";"";"";"";
"JP7";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"MICRO-FIDUCIAL";"Fiducial Alignment Points";"";"";"";"";"";
"JP8";"FIDUCIALUFIDUCIAL";"FIDUCIALUFIDUCIAL";"MICRO-FIDUCIAL";"Fiducial Alignment Points";"";"";"";"";"";
"JP9";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";"";"";"";"";
"JP10";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";"";"";"";"";
"JP11";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";"";"";"";"";
"JP12";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";"";"";"";"";
"LOGO1";"OSHW-LOGOMINI";"OSHW-LOGOMINI";"OSHW-LOGO-MINI";"Open-Source Hardware (OSHW) Logo";"";"";"";"";"";
"LOGO2";"SFE_LOGO_NAME_FLAME.1_INCH";"SFE_LOGO_NAME_FLAME.1_INCH";"SFE_LOGO_NAME_FLAME_.1";"SparkFun Font Logo w/ Flame";"";"";"";"";"";
"R1";"27";"27OHM-0603-1/10W-1%";"0603";"27Ω resistor";"";"RES-09334";"";"";"27";
"R2";"27";"27OHM-0603-1/10W-1%";"0603";"27Ω resistor";"";"RES-09334";"";"";"27";
"R3";"100k";"100KOHM-0603-1/10W-1%";"0603";"100kΩ resistor";"";"RES-07828";"";"";"100k";
"R4";"2.2k";"2.2KOHM-0603-1/10W-1%";"0603";"2.2kΩ resistor";"";"RES-08272";"";"";"2.2k";
"R5";"1k";"1KOHM-0603-1/10W-1%";"0603";"1kΩ resistor";"";"RES-07856";"";"";"1k";
"R6";"1k";"1KOHM-0603-1/10W-1%";"0603";"1kΩ resistor";"";"RES-07856";"";"";"1k";
"R7";"2.2k";"2.2KOHM-0603-1/10W-1%";"0603";"2.2kΩ resistor";"";"RES-08272";"";"";"2.2k";
"R8";"33";"33OHM-0603-1/10W-1%";"0603";"33Ω resistor";"";"RES-08270";"";"";"33";
"R9";"33";"33OHM-0603-1/10W-1%";"0603";"33Ω resistor";"";"RES-08270";"";"";"33";
"R10";"33";"33OHM-0603-1/10W-1%";"0603";"33Ω resistor";"";"RES-08270";"";"";"33";
"R11";"33";"33OHM-0603-1/10W-1%";"0603";"33Ω resistor";"";"RES-08270";"";"";"33";
"R12";"5.1k";"5.1KOHM5.1KOHM-0603-1/10W-1%";"0603";"";"";"RES-12083";"";"";"5.1k";
"R13";"5.1k";"5.1KOHM5.1KOHM-0603-1/10W-1%";"0603";"";"";"RES-12083";"";"";"5.1k";
"R14";"1k";"1KOHM-0603-1/10W-1%";"0603";"1kΩ resistor";"";"RES-07856";"";"";"1k";
"R15";"10";"10OHM-0603-1/10W-1%";"0603";"10Ω resistor";"";"RES-12581";"";"";"10";
"U1";"U-BLOX_MEO-M8U";"U-BLOX_MEO-M8U";"NEO-M9N/M8T/M8U";"u-blox NEO-M8U";"";"IC-14850";"";"";"";
"U2";"3.3V";"V_REG_AP2112K-3.3V";"SOT23-5";"AP2112 - 600mA CMOS LDO Regulator w/ Enable";"";"VREG-12457";"";"";"3.3V";
