"Part";"Value";"Device";"Package";"Description";"DESIGNER";"PROD_ID";"REV";"SF_ID";"VALUE";
"D2";"Yellow";"LED-YELLOW0603";"LED-0603";"Yellow SMD LED";"";"DIO-09003";"";"";"Yellow";
"D3";"3A/10V/280mV";"DIODE-SCHOTTKY-BAT60A";"SOD-323";"Schottky diode";"";"DIO-14072";"";"";"3A/10V/280mV";
"D6";"1A/23V/620mV";"DIODE-SCHOTTKY-BAT20J";"SOD-323";"Schottky diode";"";"DIO-11623";"";"";"1A/23V/620mV";
"D9";"BLUE";"LED-BLUE0603";"LED-0603";"Blue SMD LED";"";"DIO-08575";"";"";"BLUE";
"D11";"Yellow";"LED-YELLOW0603";"LED-0603";"Yellow SMD LED";"";"DIO-09003";"";"";"Yellow";
"D12";"GREEN";"LED-GREEN0603";"LED-0603";"Green SMD LED";"";"DIO-00821";"";"";"GREEN";
"FD1";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";"";"";"";
"FD2";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";"";"";"";
"FD3";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";"";"";"";
"FD4";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";"";"";"";"";
"FRAME1";"FRAME-LEDGER";"FRAME-LEDGER";"CREATIVE_COMMONS";"Schematic Frame - Ledger";"";"";"";"";"";
"GND";"TEST-POINTTP_15TH_THRU";"TEST-POINTTP_15TH_THRU";"TP_15TH";"SparkFun Test Points";"";"";"";"";"";
"H1";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";"";"";"";"";
"H2";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";"";"";"";"";
"H3";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";"";"";"";"";
"H4";"STAND-OFF";"STAND-OFF";"STAND-OFF";"Stand Off";"";"";"";"";"";
"J1";"";"CONN_021X02_NO_SILK";"1X02_NO_SILK";"Multi connection point. Often used as Generic Header-pin footprint for 0.1 inch spaced/style header connections";"";"";"";"";"";
"J2";"";"JST_2MM_MALE";"JST-2-SMD";"JST 2MM MALE RA CONNECTOR";"";"CONN-11443";"";"PRT-08612";"";
"J3";"";"CONN_021X02_NO_SILK";"1X02_NO_SILK";"Multi connection point. Often used as Generic Header-pin footprint for 0.1 inch spaced/style header connections";"";"";"";"";"";
"J4";"";"CONN_06NO_SILK_NO_POP";"1X06_NO_SILK";"Multi connection point. Often used as Generic Header-pin footprint for 0.1 inch spaced/style header connections";"";"";"";"";"";
"J5";"";"USB_C_4-LAYER_PADS";"USB-C-16P_4LAYER-PADS";"USB Type C 16Pin Connector";"";"CONN-14122";"";"";"";
"J6";"MICRO-SD";"MICRO-SD-SDIOPUSH-PUSH";"MICRO-SD-SOCKET";"microSD Socket for Transflash";"";"CONN-07820";"";"";"";
"J7";"";"CONN_01PTH_NO_SILK_YES_STOP";"1X01_NO_SILK";"Single connection point. Often used as Generic Header-pin footprint for 0.1 inch spaced/style header connections";"";"";"";"";"";
"J11";"";"QWIIC_CONNECTORJS-1MM";"JST04_1MM_RA";"SparkFun I2C Standard Qwiic Connector";"";"CONN-13694";"";"";"QWIIC_RIGHT_ANGLE";
"J14";"CORTEX_JTAG";"CORTEX_JTAG_DEBUG_MINIMUM_PTH";"2X5-PTH-1.27MM";"Cortex Debug Connector - 10 pin";"";"";"";"";"";
"JP2";"MEAS";"JUMPER-COMBO_2_NC_TRACE";"COMBO-JUMPER_2_NC_TRACE";"";"";"";"";"";"";
"LED1";"RED";"LED-RED0603";"LED-0603";"Red SMD LED";"";"DIO-00819";"";"";"RED";
"LOGO1";"SFE_LOGO_NAME.1_INCH";"SFE_LOGO_NAME.1_INCH";"SFE_LOGO_NAME_.1";"SparkFun Font Logo";"";"";"";"";"";
"LOGO2";"OSHW-LOGOS";"OSHW-LOGOS";"OSHW-LOGO-S";"Open-Source Hardware (OSHW) Logo";"";"";"";"";"";
"LOGO3";"SPECIAL_INSTRUCTIONS-ORDERING";"SPECIAL_INSTRUCTIONS-ORDERING";"ORDERING_INSTRUCTIONS";"Special Ordering/Production Instructions Alert";"";"";"";"";"";
"LOGO4";"SFE_LOGO_FLAME.1_INCH";"SFE_LOGO_FLAME.1_INCH";"SFE_LOGO_FLAME_.1";"SparkFun Flame Logo";"";"";"";"";"";
"LOGO5";"SFE_LOGO_FLAME.1_INCH";"SFE_LOGO_FLAME.1_INCH";"SFE_LOGO_FLAME_.1";"SparkFun Flame Logo";"";"";"";"";"";
"Q1";"20V/0.2A/8MHz/1.2Ω/1Vth";"MOSFET-NCH-RE1C00UNTL";"SOT-416FL";"N-channel MOSFETs";"";"TRANS-14399";"";"";"20V/0.2A/8MHz/1.2Ω/1Vth";
"Q2";"20V/4.2A/52mΩ/1.4W";"MOSFET_PCH-DMG2305UX-7";"SOT23-3";"P-channel MOSFETs";"";"TRAN-14388";"";"";"20V/4.2A/52mΩ/1.4W";
"Q3";"20V/0.2A/8MHz/1.2Ω/1Vth";"MOSFET-NCH-RE1C00UNTL";"SOT-416FL";"N-channel MOSFETs";"";"TRANS-14399";"";"";"20V/0.2A/8MHz/1.2Ω/1Vth";
"Q7";"20V/0.2A/8MHz/1.2Ω/1Vth";"MOSFET-NCH-RE1C00UNTL";"SOT-416FL";"N-channel MOSFETs";"";"TRANS-14399";"";"";"20V/0.2A/8MHz/1.2Ω/1Vth";
"Q9";"20V/0.2A/8MHz/1.2Ω/1Vth";"MOSFET-NCH-RE1C00UNTL";"SOT-416FL";"N-channel MOSFETs";"";"TRANS-14399";"";"";"20V/0.2A/8MHz/1.2Ω/1Vth";
"Q10";"20V/0.2A/8MHz/1.2Ω/1Vth";"MOSFET-NCH-RE1C00UNTL";"SOT-416FL";"N-channel MOSFETs";"";"TRANS-14399";"";"";"20V/0.2A/8MHz/1.2Ω/1Vth";
"QWIIC_3.3V";"TEST-POINTTP_15TH_THRU";"TEST-POINTTP_15TH_THRU";"TP_15TH";"SparkFun Test Points";"";"";"";"";"";
"R1";"2.2k";"2.2KOHM-0402T-1/16W-1%";"0402-TIGHT";"2.2kΩ resistor";"";"RES-14341";"";"";"2.2k";
"R2";"330K";"330KOHM-0402T-1/16W-1%";"0402-TIGHT";"330kΩ resistor";"";"RES-15187";"";"";"330K";
"R3";"220k";"220KOHM-0402T-1/16W-1%";"0402-TIGHT";"220kΩ resistor";"";"RES-15094";"";"";"";
"R4";"2.2k";"2.2KOHM-0402T-1/16W-1%";"0402-TIGHT";"2.2kΩ resistor";"";"RES-14341";"";"";"2.2k";
"R5";"1k";"1KOHM-0402T-1/16W-1%";"0402-TIGHT";"1kΩ resistor";"";"RES-14342";"";"";"1k";
"R6";"1M";"1MOHM-0402T-1/16W-1%";"0402-TIGHT";"1MΩ resistor";"";"RES-15185";"";"";"1M";
"R7";"2M";"2MOHM-0402T-1/16W-1%";"0402-TIGHT";"2MΩ resistor";"";"RES-15186";"";"";"2M";
"R8";"0";"0OHM-0402T-1/10W";"0402-TIGHT";"0Ω resistor";"";"RES-14244";"";"";"0";
"R22";"1k";"1KOHM-0402T-1/16W-1%";"0402-TIGHT";"1kΩ resistor";"";"RES-14342";"";"";"1k";
"R23";"1k";"1KOHM-0402T-1/16W-1%";"0402-TIGHT";"1kΩ resistor";"";"RES-14342";"";"";"1k";
"R24";"1k";"1KOHM-0402T-1/16W-1%";"0402-TIGHT";"1kΩ resistor";"";"RES-14342";"";"";"1k";
"R25";"1k";"1KOHM-0402T-1/16W-1%";"0402-TIGHT";"1kΩ resistor";"";"RES-14342";"";"";"1k";
"R26";"5.1k";"5.1KOHM-0402T-1/16W-1%";"0402-TIGHT";"";"";"RES-14340";"";"";"5.1k";
"R27";"5.1k";"5.1KOHM-0402T-1/16W-1%";"0402-TIGHT";"";"";"RES-14340";"";"";"5.1k";
"R28";"100k";"100KOHM-0402T-1/16W-1%";"0402-TIGHT";"100kΩ resistor";"";"RES-13495";"";"";"100k";
"R29";"220KOHM-0402T-1/16W-1%";"220KOHM-0402T-1/16W-1%";"0402-TIGHT";"220kΩ resistor";"";"RES-15094";"";"";"";
"R40";"2.2k";"2.2KOHM-0402T-1/16W-1%";"0402-TIGHT";"2.2kΩ resistor";"";"RES-14341";"";"";"2.2k";
"R41";"2.2k";"2.2KOHM-0402T-1/16W-1%";"0402-TIGHT";"2.2kΩ resistor";"";"RES-14341";"";"";"2.2k";
"R44";"2.2k";"2.2KOHM-0402T-1/16W-1%";"0402-TIGHT";"2.2kΩ resistor";"";"RES-14341";"";"";"2.2k";
"R45";"2.2k";"2.2KOHM-0402T-1/16W-1%";"0402-TIGHT";"2.2kΩ resistor";"";"RES-14341";"";"";"2.2k";
"R46";"2.2k";"2.2KOHM-0402T-1/16W-1%";"0402-TIGHT";"2.2kΩ resistor";"";"RES-14341";"";"";"2.2k";
"R47";"2.2k";"2.2KOHM-0402T-1/16W-1%";"0402-TIGHT";"2.2kΩ resistor";"";"RES-14341";"";"";"2.2k";
"R48";"2.2k";"2.2KOHM-0402T-1/16W-1%";"0402-TIGHT";"2.2kΩ resistor";"";"RES-14341";"";"";"2.2k";
"R49";"DNP";"RESISTOR0402T";"0402-TIGHT";"Generic Resistor Package";"";"";"";"";"";
"S3";"RESET";"MOMENTARY-SWITCH-SPST-SMD-4.6X2.8MM";"TACTILE_SWITCH_SMD_4.6X2.8MM";"Momentary Switch (Pushbutton) - SPST";"";"SWCH-13065";"";"";"";
"SCL";"TEST-POINTTP_15TH_THRU";"TEST-POINTTP_15TH_THRU";"TP_15TH";"SparkFun Test Points";"";"";"";"";"";
"SDA";"TEST-POINTTP_15TH_THRU";"TEST-POINTTP_15TH_THRU";"TP_15TH";"SparkFun Test Points";"";"";"";"";"";
"TP1";"TEST-POINT3";"TEST-POINT3";"PAD.03X.03";"SparkFun Test Points";"";"";"";"";"";
"U1";"3.0V Supervisor";"V_SUPERVISOR";"SOT23-3";"BD48xxx - Voltage Detector IC";"";"IC-14809";"";"";"";
"U2";"MCP73831";"MCP73831";"SOT23-5";"MCP73831T Li-Ion, Li-Pol Controller";"";"IC-09995";"";"";"";
"U3";"3.3V";"V_REG_AP2112K-3.3V";"SOT23-5";"AP2112 - 600mA CMOS LDO Regulator w/ Enable";"";"VREG-12457";"";"";"3.3V";
"U4";"3.3V";"V_REG_AP2112K-3.3V";"SOT23-5";"AP2112 - 600mA CMOS LDO Regulator w/ Enable";"";"VREG-12457";"";"";"3.3V";
"U8";"ARTEMIS_MODULE";"ARTEMIS_MODULESMD";"ARTEMIS_FP";"Description: The Artemis Module from SparkFun is a Cortex-M4F with BLE 5.0 running up to 96MHz and with as low power as 6uA per MHz (less than 5mW). This is the world's first module to bridge the market between hobbyists and consumer products. We've packaged all the power of a modern microcontroller into a module that is both extremely easy to use but is mass-market ready.";"";"SUB-14402";"";"";"";
"U10";"CH340E";"CH340E_MSOP10";"MSOP10";"";"";"IC-14135";"";"";"";
"U13";"9DoF IMU";"ICM-20948";"QFN24-3X3-ICM-20948";"ICM-20948 9 Degree of Freedom IMU";"";"IC-14247";"";"";"9DoF IMU";
"U14";"1.8V/100mA";"V_REG_SP6214-1.8V";"SC70";"Voltage Regulator - SP6214";"";"VREG-08428";"";"";"1.8V/100mA";
"VE";"";"JUMPER-SMT_2_NO_SILK";"SMT-JUMPER_2_NO_SILK";"Normally open jumper";"";"";"";"";"";
"Y3";"32.768kHz";"CRYSTAL-32.768KHZSMD-3.2X1.5";"CRYSTAL-SMD-3.2X1.5MM";"32.768kHz Crystal";"";"XTAL-13062";"";"";"32.768kHz";
